rcity,grade,distance,rec,races,bet,refund,hit,refund_rate,roi,sample_from,sample_to
부산,국OPEN,1400,A4,5,3000,7870.000000000001,2,2.6233333333333335,1.6233333333333337,20231201,20251221
부산,국OPEN,1400,A5,5,5000,7870.000000000001,2,1.5740000000000003,0.5740000000000002,20231201,20251221
부산,국OPEN,1400,A6,5,7500,7870.000000000001,2,1.0493333333333335,0.04933333333333345,20231201,20251221
부산,국OPEN,1400,rBOX4,5,2000,280.0,1,0.14,-0.86,20231201,20251221
부산,국OPEN,1400,rBOX5,5,5000,7870.000000000001,2,1.5740000000000003,0.5740000000000002,20231201,20251221
부산,국OPEN,1400,rBOX6,5,10000,7870.000000000001,2,0.7870000000000001,-0.2129999999999999,20231201,20251221
부산,국OPEN,1600,A4,5,3000,1639.9999999999998,1,0.5466666666666666,-0.4533333333333334,20231201,20251221
부산,국OPEN,1600,A5,5,5000,3700.0,2,0.74,-0.26,20231201,20251221
부산,국OPEN,1600,A6,5,7500,3700.0,2,0.49333333333333335,-0.5066666666666667,20231201,20251221
부산,국OPEN,1600,rBOX4,5,2000,1639.9999999999998,1,0.8199999999999998,-0.1800000000000001,20231201,20251221
부산,국OPEN,1600,rBOX5,5,5000,1639.9999999999998,1,0.32799999999999996,-0.672,20231201,20251221
부산,국OPEN,1600,rBOX6,5,10000,22890.0,3,2.289,1.289,20231201,20251221
부산,국OPEN,1800,A4,5,3000,1980.0,3,0.66,-0.34,20231201,20251221
부산,국OPEN,1800,A5,5,5000,1980.0,3,0.396,-0.604,20231201,20251221
부산,국OPEN,1800,A6,5,7500,1980.0,3,0.264,-0.736,20231201,20251221
부산,국OPEN,1800,rBOX4,5,2000,1190.0,2,0.595,-0.405,20231201,20251221
부산,국OPEN,1800,rBOX5,5,5000,1980.0,3,0.396,-0.604,20231201,20251221
부산,국OPEN,1800,rBOX6,5,10000,1980.0,3,0.198,-0.802,20231201,20251221
부산,국OPEN,2000,A4,2,1200,30650.0,1,25.541666666666668,24.541666666666668,20231201,20251221
부산,국OPEN,2000,A5,2,2000,30650.0,1,15.325,14.325,20231201,20251221
부산,국OPEN,2000,A6,2,3000,31780.0,2,10.593333333333334,9.593333333333334,20231201,20251221
부산,국OPEN,2000,rBOX4,2,800,0.0,0,0.0,-1.0,20231201,20251221
부산,국OPEN,2000,rBOX5,2,2000,30650.0,1,15.325,14.325,20231201,20251221
부산,국OPEN,2000,rBOX6,2,4000,30650.0,1,7.6625,6.6625,20231201,20251221
부산,혼3등급,1200,A4,20,12000,19050.0,6,1.5875,0.5875,20231201,20251221
부산,혼3등급,1200,A5,20,20000,25180.0,7,1.259,0.259,20231201,20251221
부산,혼3등급,1200,A6,20,30000,25570.0,8,0.8523333333333334,-0.14766666666666667,20231201,20251221
부산,혼3등급,1200,rBOX4,20,8000,12240.0,4,1.53,0.53,20231201,20251221
부산,혼3등급,1200,rBOX5,20,20000,34110.0,9,1.7055,0.7055,20231201,20251221
부산,혼3등급,1200,rBOX6,20,40000,82350.0,12,2.05875,1.05875,20231201,20251221
부산,혼3등급,1400,A4,16,9600,38540.0,6,4.014583333333333,3.0145833333333334,20231201,20251221
부산,혼3등급,1400,A5,16,16000,87680.0,9,5.48,4.48,20231201,20251221
부산,혼3등급,1400,A6,16,24000,103560.0,10,4.315,3.315,20231201,20251221
부산,혼3등급,1400,rBOX4,16,6400,24080.0,3,3.7625,2.7625,20231201,20251221
부산,혼3등급,1400,rBOX5,16,16000,38540.0,6,2.40875,1.40875,20231201,20251221
부산,혼3등급,1400,rBOX6,16,32000,100860.0,10,3.151875,2.151875,20231201,20251221
부산,혼3등급,1600,A4,15,9000,16050.0,6,1.7833333333333334,0.7833333333333333,20231201,20251221
부산,혼3등급,1600,A5,15,15000,16050.0,6,1.07,0.07,20231201,20251221
부산,혼3등급,1600,A6,15,22500,16050.0,6,0.7133333333333334,-0.2866666666666667,20231201,20251221
부산,혼3등급,1600,rBOX4,15,6000,2060.0,3,0.3433333333333333,-0.6566666666666666,20231201,20251221
부산,혼3등급,1600,rBOX5,15,15000,16050.0,6,1.07,0.07,20231201,20251221
부산,혼3등급,1600,rBOX6,15,30000,23700.0,7,0.79,-0.21,20231201,20251221
부산,혼3등급,1800,A4,30,18000,20240.0,10,1.1244444444444444,0.12444444444444444,20231201,20251221
부산,혼3등급,1800,A5,30,30000,24450.0,11,0.815,-0.185,20231201,20251221
부산,혼3등급,1800,A6,30,45000,37030.0,14,0.8228888888888889,-0.1771111111111111,20231201,20251221
부산,혼3등급,1800,rBOX4,30,12000,14840.0,7,1.2366666666666666,0.23666666666666666,20231201,20251221
부산,혼3등급,1800,rBOX5,30,30000,20240.0,10,0.6746666666666666,-0.3253333333333333,20231201,20251221
부산,혼3등급,1800,rBOX6,30,60000,24450.0,11,0.4075,-0.5925,20231201,20251221
부산,혼4등급,1200,A4,27,16200,3510.0,3,0.21666666666666667,-0.7833333333333333,20231201,20251221
부산,혼4등급,1200,A5,27,27000,24310.0,8,0.9003703703703704,-0.09962962962962962,20231201,20251221
부산,혼4등급,1200,A6,27,40500,27490.0,10,0.6787654320987654,-0.32123456790123456,20231201,20251221
부산,혼4등급,1200,rBOX4,27,10800,3600.0,2,0.3333333333333333,-0.6666666666666666,20231201,20251221
부산,혼4등급,1200,rBOX5,27,27000,50690.0,7,1.8774074074074074,0.8774074074074074,20231201,20251221
부산,혼4등급,1200,rBOX6,27,54000,71490.0,12,1.323888888888889,0.3238888888888889,20231201,20251221
부산,혼4등급,1300,A4,7,4200,3510.0,2,0.8357142857142857,-0.16428571428571428,20231201,20251221
부산,혼4등급,1300,A5,7,7000,11960.0,4,1.7085714285714286,0.7085714285714285,20231201,20251221
부산,혼4등급,1300,A6,7,10500,11960.0,4,1.139047619047619,0.13904761904761906,20231201,20251221
부산,혼4등급,1300,rBOX4,7,2800,0.0,0,0.0,-1.0,20231201,20251221
부산,혼4등급,1300,rBOX5,7,7000,3510.0,2,0.5014285714285714,-0.49857142857142855,20231201,20251221
부산,혼4등급,1300,rBOX6,7,14000,75390.0,5,5.385,4.385,20231201,20251221
부산,혼4등급,1400,A4,27,16200,21150.0,7,1.3055555555555556,0.3055555555555556,20231201,20251221
부산,혼4등급,1400,A5,27,27000,28520.0,8,1.0562962962962963,0.056296296296296296,20231201,20251221
부산,혼4등급,1400,A6,27,40500,35670.0,10,0.8807407407407407,-0.11925925925925926,20231201,20251221
부산,혼4등급,1400,rBOX4,27,10800,17550.0,5,1.625,0.625,20231201,20251221
부산,혼4등급,1400,rBOX5,27,27000,30350.0,8,1.124074074074074,0.12407407407407407,20231201,20251221
부산,혼4등급,1400,rBOX6,27,54000,51230.0,11,0.9487037037037037,-0.0512962962962963,20231201,20251221
부산,혼4등급,1600,A4,40,24000,20320.0,10,0.8466666666666667,-0.15333333333333332,20231201,20251221
부산,혼4등급,1600,A5,40,40000,42540.0,16,1.0635,0.0635,20231201,20251221
부산,혼4등급,1600,A6,40,60000,53090.0,19,0.8848333333333334,-0.11516666666666667,20231201,20251221
부산,혼4등급,1600,rBOX4,40,16000,21880.0,8,1.3675,0.3675,20231201,20251221
부산,혼4등급,1600,rBOX5,40,40000,61460.0,14,1.5365,0.5365,20231201,20251221
부산,혼4등급,1600,rBOX6,40,80000,118540.0,22,1.48175,0.48175,20231201,20251221
부산,혼4등급,1800,A4,51,30600,35910.0,14,1.173529411764706,0.17352941176470588,20231201,20251221
부산,혼4등급,1800,A5,51,51000,110460.0,16,2.1658823529411766,1.1658823529411764,20231201,20251221
부산,혼4등급,1800,A6,51,76500,114470.0,18,1.4963398692810457,0.49633986928104573,20231201,20251221
부산,혼4등급,1800,rBOX4,51,20400,40520.0,9,1.9862745098039216,0.9862745098039216,20231201,20251221
부산,혼4등급,1800,rBOX5,51,51000,71830.0,19,1.4084313725490196,0.4084313725490196,20231201,20251221
부산,혼4등급,1800,rBOX6,51,102000,188170.0,24,1.8448039215686274,0.8448039215686275,20231201,20251221
부산,혼OPEN,1200,A4,5,3000,390.0,1,0.13,-0.87,20231201,20251221
부산,혼OPEN,1200,A5,5,5000,390.0,1,0.078,-0.922,20231201,20251221
부산,혼OPEN,1200,A6,5,7500,390.0,1,0.052,-0.948,20231201,20251221
부산,혼OPEN,1200,rBOX4,5,2000,390.0,1,0.195,-0.805,20231201,20251221
부산,혼OPEN,1200,rBOX5,5,5000,390.0,1,0.078,-0.922,20231201,20251221
부산,혼OPEN,1200,rBOX6,5,10000,390.0,1,0.039,-0.961,20231201,20251221
부산,혼OPEN,1400,A4,2,1200,0.0,0,0.0,-1.0,20231201,20251221
