경주거리,races,TOTAL_bet,TOTAL_refund,r_BOX4_bet,r_BOX4_refund,r_BOX4_hit,m_BOX4_bet,m_BOX4_refund,m_BOX4_hit,r_BOX6_bet,r_BOX6_refund,r_BOX6_hit,m_BOX6_bet,m_BOX6_refund,m_BOX6_hit,TOTAL_refund_rate,TOTAL_roi,r_BOX4_refund_rate,r_BOX4_roi,m_BOX4_refund_rate,m_BOX4_roi,r_BOX6_refund_rate,r_BOX6_roi,m_BOX6_refund_rate,m_BOX6_roi
1200.0,610,4880000.0,6393270.0,1220000.0,1563300.0,109,1220000.0,1395250.0,106,1220000.0,1627410.0,286,1220000.0,1807310.0,275,1.3100963114754098,0.31009631147540984,1.2813934426229507,0.2813934426229508,1.1436475409836067,0.14364754098360655,1.3339426229508198,0.33394262295081967,1.4814016393442624,0.4814016393442623
1300.0,468,3744000.0,4648000.0,936000.0,1338900.0,107,936000.0,1140550.0,106,936000.0,1083440.0,265,936000.0,1085110.0,245,1.2414529914529915,0.24145299145299146,1.430448717948718,0.430448717948718,1.2185363247863248,0.2185363247863248,1.1575213675213676,0.15752136752136753,1.1593055555555556,0.15930555555555556
1400.0,764,6112000.0,9487290.0,1528000.0,2915000.0,172,1528000.0,2847650.0,163,1528000.0,1993660.0,396,1528000.0,1730980.0,376,1.5522398560209425,0.5522398560209424,1.9077225130890052,0.9077225130890052,1.8636452879581151,0.8636452879581152,1.3047513089005236,0.30475130890052354,1.1328403141361256,0.13284031413612565
1600.0,378,3024000.0,4585700.0,756000.0,1425800.0,99,756000.0,1325300.0,93,756000.0,720550.0,198,756000.0,1114050.0,195,1.5164351851851852,0.5164351851851852,1.885978835978836,0.885978835978836,1.753042328042328,0.7530423280423281,0.9531084656084656,-0.046891534391534394,1.4736111111111112,0.4736111111111111
1700.0,174,1392000.0,2010830.0,348000.0,405100.0,39,348000.0,715300.0,41,348000.0,436760.0,91,348000.0,453670.0,86,1.4445617816091954,0.4445617816091954,1.1640804597701149,0.16408045977011496,2.0554597701149424,1.0554597701149426,1.2550574712643678,0.25505747126436784,1.3036494252873563,0.30364942528735633
1800.0,488,3904000.0,5980640.0,976000.0,1938850.0,107,976000.0,1656000.0,103,976000.0,1237230.0,239,976000.0,1148560.0,222,1.5319262295081968,0.5319262295081967,1.9865266393442622,0.9865266393442623,1.6967213114754098,0.6967213114754098,1.2676536885245901,0.26765368852459015,1.1768032786885245,0.17680327868852458
2000.0,73,584000.0,996900.0,146000.0,253850.0,19,146000.0,234450.0,15,146000.0,180330.0,37,146000.0,328270.0,36,1.7070205479452054,0.7070205479452055,1.7386986301369862,0.7386986301369863,1.6058219178082191,0.6058219178082191,1.23513698630137,0.23513698630136987,2.2484246575342466,1.2484246575342466
2200.0,1,8000.0,0.0,2000.0,0.0,0,2000.0,0.0,0,2000.0,0.0,0,2000.0,0.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
2300.0,6,48000.0,49200.0,12000.0,20500.0,3,12000.0,20500.0,3,12000.0,4100.0,3,12000.0,4100.0,3,1.025,0.025,1.7083333333333333,0.7083333333333334,1.7083333333333333,0.7083333333333334,0.3416666666666667,-0.6583333333333333,0.3416666666666667,-0.6583333333333333
