년월,경마장,경주일,경주번호,등급,경주거리,출주두수,신마수,삼복승식배당율,실제_top3_마번,m_BOX4_picks,m_BOX6_picks,p_BOX4_picks,p_BOX6_picks,m_BOX4_hit,m_BOX6_hit,p_BOX4_hit,p_BOX6_hit,m_BOX4_bet,m_BOX6_bet,p_BOX4_bet,p_BOX6_bet,m_BOX4_refund,m_BOX6_refund,p_BOX4_refund,p_BOX6_refund,bet_unit
202504,부산,20250406,4,국4등급,1600.0,12,0,60.2,"5,9,12","12,9,10,6","12,9,10,6,11,7","12,9,10,6","12,9,10,6,7,11",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250406,5,국3등급,1400.0,12,0,290.9,"2,3,12","8,12,9,6","8,12,9,6,3,5","8,12,9,6","8,12,9,6,3,2",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,29089.999999999996,100
202504,부산,20250406,6,국OPEN,1600.0,16,1,99.7,"4,6,9","1,10,12,7","1,10,12,7,4,6","1,10,12,3","1,10,12,3,14,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250411,2,국6등급,1400.0,12,1,19.8,"6,7,11","11,6,1,2","11,6,1,2,5,3","11,6,1,2","11,6,1,2,7,5",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,1980.0,100
202504,부산,20250411,4,국6등급,1600.0,12,0,451.6,"6,11,12","6,10,11,2","6,10,11,2,9,4","6,10,11,9","6,10,11,9,2,4",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250411,5,국5등급,1600.0,12,0,28.7,"7,10,11","2,10,6,11","2,10,6,11,5,7","2,10,6,5","2,10,6,5,7,11",0,1,0,1,400,2000,400,2000,0.0,2870.0,0.0,2870.0,100
202504,부산,20250411,6,국5등급,1200.0,12,0,40.9,"2,4,9","9,7,1,4","9,7,1,4,10,6","9,11,7,4","9,11,7,4,1,10",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250411,7,국5등급,1300.0,12,0,350.2,"2,3,10","1,2,5,4","1,2,5,4,3,12","1,2,5,4","1,2,5,4,3,12",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250411,8,혼4등급,1400.0,12,0,571.4,"2,4,9","10,8,4,7","10,8,4,7,9,1","10,8,4,7","10,8,4,7,9,1",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250413,2,국5등급,1400.0,12,0,342.1,"5,9,10","8,9,6,4","8,9,6,4,1,10","8,9,6,12","8,9,6,12,4,1",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250413,3,국4등급,1600.0,12,0,81.5,"1,3,7","1,9,6,7","1,9,6,7,8,3","1,9,6,7","1,9,6,7,3,8",0,1,0,1,400,2000,400,2000,0.0,8150.0,0.0,8150.0,100
202504,부산,20250413,4,국OPEN,1600.0,10,0,16.4,"4,6,7","6,2,4,7","6,2,4,7,8,10","6,2,4,7","6,2,4,7,8,10",1,1,1,1,400,2000,400,2000,1639.9999999999998,1639.9999999999998,1639.9999999999998,1639.9999999999998,100
202504,부산,20250413,5,혼OPEN,1800.0,8,0,2.0,"4,5,6","5,4,1,6","5,4,1,6,3,8","5,4,1,6","5,4,1,6,3,7",1,1,1,1,400,2000,400,2000,200.0,200.0,200.0,200.0,100
202504,부산,20250413,6,혼OPEN,1800.0,11,0,20.1,"4,7,11","11,9,7,5","11,9,7,5,6,8","11,9,7,5","11,9,7,5,6,3",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250418,2,국6등급,1400.0,12,1,110.4,"6,7,9","12,3,6,8","12,3,6,8,1,4","12,3,6,8","12,3,6,8,4,11",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250418,4,국5등급,1200.0,12,0,15.3,"3,5,10","5,3,4,6","5,3,4,6,8,11","5,3,4,8","5,3,4,8,6,10",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,1530.0,100
202504,부산,20250418,6,혼4등급,1600.0,12,0,289.2,"2,6,7","11,6,5,7","11,6,5,7,1,2","11,6,5,1","11,6,5,1,2,7",0,1,0,1,400,2000,400,2000,0.0,28920.0,0.0,28920.0,100
202504,부산,20250418,7,국4등급,1400.0,12,0,10.5,"7,8,9","7,6,9,8","7,6,9,8,10,2","7,9,6,8","7,9,6,8,10,1",1,1,1,1,400,2000,400,2000,1050.0,1050.0,1050.0,1050.0,100
202504,부산,20250418,8,혼3등급,1200.0,12,0,140.9,"6,9,11","11,1,5,2","11,1,5,2,6,10","11,2,1,3","11,2,1,3,6,10",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250420,2,국5등급,1300.0,12,0,188.9,"4,9,10","9,7,3,10","9,7,3,10,5,2","9,7,3,10","9,7,3,10,5,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250420,3,국5등급,1400.0,12,0,45.9,"4,7,8","8,7,6,3","8,7,6,3,5,2","8,7,6,3","8,7,6,3,2,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250420,4,국4등급,1200.0,12,0,166.9,"2,7,10","7,2,6,9","7,2,6,9,3,8","7,2,6,9","7,2,6,9,8,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250420,5,혼4등급,1800.0,12,0,17.2,"4,8,12","12,11,4,10","12,11,4,10,6,8","12,11,4,6","12,11,4,6,8,10",0,1,0,1,400,2000,400,2000,0.0,1720.0,0.0,1720.0,100
202504,부산,20250420,6,1등급,1600.0,11,0,9.2,"8,9,10","9,8,5,10","9,8,5,10,7,1","9,8,5,10","9,8,5,10,4,7",1,1,1,1,400,2000,400,2000,919.9999999999999,919.9999999999999,919.9999999999999,919.9999999999999,100
202504,부산,20250425,2,국6등급,1400.0,12,1,14.9,"5,6,7","5,7,9,11","5,7,9,11,3,6","5,7,9,11","5,7,9,11,3,6",0,1,0,1,400,2000,400,2000,0.0,1490.0,0.0,1490.0,100
202504,부산,20250425,3,국6등급,1600.0,12,0,50.5,"2,3,6","2,3,6,1","2,3,6,1,7,5","2,3,6,1","2,3,6,1,7,5",1,1,1,1,400,2000,400,2000,5050.0,5050.0,5050.0,5050.0,100
202504,부산,20250425,4,국5등급,1600.0,12,0,365.0,"1,3,11","7,9,8,3","7,9,8,3,12,4","7,9,3,8","7,9,3,8,12,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250425,5,국5등급,1300.0,12,0,131.9,"3,5,12","8,3,4,11","8,3,4,11,9,12","8,3,4,12","8,3,4,12,9,6",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250425,6,혼4등급,1200.0,12,1,27.0,"2,7,9","2,11,8,3","2,11,8,3,4,9","2,11,8,3","2,11,8,3,9,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250425,7,혼3등급,1600.0,12,0,98.9,"4,8,10","10,12,6,11","10,12,6,11,8,1","10,11,12,8","10,11,12,8,1,3",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250425,8,국3등급,1800.0,10,0,17.1,"2,5,8","10,5,1,4","10,5,1,4,2,3","10,5,1,2","10,5,1,2,4,3",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250427,1,국6등급,1300.0,12,1,28.8,"2,10,12","2,10,5,7","2,10,5,7,8,9","2,10,5,7","2,10,5,7,1,9",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250427,2,국5등급,1200.0,11,0,4.7,"8,9,11","9,11,6,8","9,11,6,8,5,4","9,11,6,8","9,11,6,8,4,7",1,1,1,1,400,2000,400,2000,470.0,470.0,470.0,470.0,100
202504,부산,20250427,3,국5등급,1400.0,12,1,56.1,"3,8,12","12,4,9,8","12,4,9,8,7,11","12,4,9,5","12,4,9,5,7,8",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250427,4,혼4등급,1600.0,12,1,12.1,"8,9,10","10,8,4,5","10,8,4,5,3,7","10,8,4,5","10,8,4,5,3,9",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,1210.0,100
202504,부산,20250427,5,국4등급,1800.0,10,0,9.9,"4,7,8","7,8,9,2","7,8,9,2,5,3","8,7,9,2","8,7,9,2,3,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202504,부산,20250427,6,2등급,2000.0,11,0,63.4,"3,7,8","8,11,7,3","8,11,7,3,9,1","8,11,3,7","8,11,3,7,9,5",1,1,1,1,400,2000,400,2000,6340.0,6340.0,6340.0,6340.0,100
202505,부산,20250502,3,국6등급,1600.0,11,1,21.5,"6,7,9","6,7,9,4","6,7,9,4,1,8","6,7,9,4","6,7,9,4,1,8",1,1,1,1,400,2000,400,2000,2150.0,2150.0,2150.0,2150.0,100
202505,부산,20250502,4,국5등급,1200.0,9,0,20.2,"3,7,8","7,3,1,6","7,3,1,6,5,4","7,3,1,6","7,3,1,6,5,8",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,2020.0,100
202505,부산,20250502,5,국4등급,1800.0,9,0,18.0,"1,2,9","8,2,7,1","8,2,7,1,3,9","8,2,7,1","8,2,7,1,9,3",0,1,0,1,400,2000,400,2000,0.0,1800.0,0.0,1800.0,100
202505,부산,20250502,6,국5등급,1400.0,10,0,21.3,"4,7,9","7,3,5,9","7,3,5,9,4,6","7,3,5,9","7,3,5,9,4,6",0,1,0,1,400,2000,400,2000,0.0,2130.0,0.0,2130.0,100
202505,부산,20250502,7,국5등급,1800.0,11,1,61.5,"5,6,7","4,6,8,5","4,6,8,5,1,11","6,4,8,5","6,4,8,5,1,11",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250502,8,2등급,1200.0,11,0,30.0,"2,7,10","2,3,10,1","2,3,10,1,4,7","2,3,10,4","2,3,10,4,7,1",0,1,0,1,400,2000,400,2000,0.0,3000.0,0.0,3000.0,100
202505,부산,20250504,2,국5등급,1300.0,10,1,11.8,"4,5,8","4,2,3,7","4,2,3,7,1,10","4,2,3,7","4,2,3,7,1,10",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250504,3,국4등급,1200.0,11,0,43.7,"2,3,8","2,8,6,9","2,8,6,9,4,1","2,8,6,4","2,8,6,4,1,11",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250504,4,혼4등급,1400.0,11,0,81.4,"3,4,5","4,6,8,7","4,6,8,7,9,1","4,6,8,7","4,6,8,7,9,1",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250504,5,국3등급,1600.0,11,0,68.4,"1,8,10","8,6,4,1","8,6,4,1,3,7","8,6,4,1","8,6,4,1,3,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250504,6,국OPEN,1800.0,10,0,4.0,"1,3,7","1,7,3,4","1,7,3,4,9,6","1,7,3,4","1,7,3,4,6,9",1,1,1,1,400,2000,400,2000,400.0,400.0,400.0,400.0,100
202505,부산,20250509,1,국6등급,1400.0,8,0,9.4,"1,7,8","3,7,1,8","3,7,1,8,4,2","3,7,1,8","3,7,1,8,4,2",1,1,1,1,400,2000,400,2000,940.0,940.0,940.0,940.0,100
202505,부산,20250509,3,국5등급,1200.0,9,0,22.8,"3,5,6","3,6,1,8","3,6,1,8,5,7","3,6,1,8","3,6,1,8,5,7",0,1,0,1,400,2000,400,2000,0.0,2280.0,0.0,2280.0,100
202505,부산,20250509,4,국5등급,1300.0,11,0,222.1,"5,9,11","2,5,3,6","2,5,3,6,8,11","2,5,3,6","2,5,3,6,8,1",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250509,5,국5등급,1600.0,11,0,22.8,"2,6,9","4,3,5,6","4,3,5,6,8,2","4,3,5,6","4,3,5,6,2,9",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,2280.0,100
202505,부산,20250509,6,혼4등급,1800.0,11,0,34.5,"3,5,9","7,3,9,6","7,3,9,6,11,5","7,3,9,11","7,3,9,11,4,8",0,1,0,0,400,2000,400,2000,0.0,3450.0,0.0,0.0,100
202505,부산,20250509,7,혼4등급,1200.0,11,0,107.2,"3,5,6","6,7,1,10","6,7,1,10,2,3","6,7,10,3","6,7,10,3,1,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250509,8,국3등급,1200.0,11,0,332.3,"1,5,10","1,11,5,6","1,11,5,6,2,9","4,11,1,6","4,11,1,6,5,8",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250511,1,국6등급,1400.0,8,0,9.5,"4,7,8","5,7,8,3","5,7,8,3,4,1","5,7,8,3","5,7,8,3,4,1",0,1,0,1,400,2000,400,2000,0.0,950.0,0.0,950.0,100
202505,부산,20250511,3,국6등급,1300.0,10,0,9.5,"2,5,9","2,9,6,7","2,9,6,7,5,8","2,9,6,7","2,9,6,7,5,8",0,1,0,1,400,2000,400,2000,0.0,950.0,0.0,950.0,100
202505,부산,20250511,4,국5등급,1400.0,11,0,206.9,"1,6,9","9,6,2,10","9,6,2,10,3,8","9,6,2,10","9,6,2,10,3,8",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250511,5,국4등급,1600.0,10,0,49.2,"3,5,10","5,10,2,6","5,10,2,6,1,7","5,10,2,6","5,10,2,6,1,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250511,6,혼3등급,1800.0,11,0,16.2,"4,5,6","5,10,1,6","5,10,1,6,9,7","5,10,1,6","5,10,1,6,4,9",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,1620.0,100
202505,부산,20250516,2,국6등급,1400.0,11,1,57.8,"3,6,8","2,8,3,7","2,8,3,7,9,1","2,8,3,7","2,8,3,7,1,6",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,5780.0,100
202505,부산,20250516,3,혼3등급,1200.0,9,0,17.4,"6,7,9","6,9,2,1","6,9,2,1,8,7","6,9,2,1","6,9,2,1,7,8",0,1,0,1,400,2000,400,2000,0.0,1739.9999999999998,0.0,1739.9999999999998,100
202505,부산,20250516,5,국5등급,1300.0,11,0,25.1,"3,6,11","3,7,8,6","3,7,8,6,9,11","8,3,7,9","8,3,7,9,6,11",0,1,0,1,400,2000,400,2000,0.0,2510.0,0.0,2510.0,100
202505,부산,20250516,6,국5등급,1800.0,11,0,147.3,"6,9,11","3,8,6,5","3,8,6,5,9,11","8,3,6,5","8,3,6,5,1,11",0,1,0,0,400,2000,400,2000,0.0,14730.000000000002,0.0,0.0,100
202505,부산,20250516,7,국4등급,1800.0,11,0,14.6,"7,8,11","11,2,8,3","11,2,8,3,7,10","11,8,2,3","11,8,2,3,9,7",0,1,0,1,400,2000,400,2000,0.0,1460.0,0.0,1460.0,100
202505,부산,20250516,8,혼4등급,1600.0,11,0,33.5,"3,5,7","3,11,1,7","3,11,1,7,10,5","3,11,1,7","3,11,1,7,5,9",0,1,0,1,400,2000,400,2000,0.0,3350.0,0.0,3350.0,100
202505,부산,20250518,1,국3등급,1800.0,9,0,41.5,"7,8,9","9,6,4,1","9,6,4,1,2,8","9,6,4,1","9,6,4,1,8,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250518,2,국6등급,1300.0,11,1,247.0,"2,3,8","2,8,7,1","2,8,7,1,10,4","2,8,7,10","2,8,7,10,1,4",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250518,3,국6등급,1600.0,10,1,79.8,"6,8,10","9,1,3,8","9,1,3,8,4,10","9,1,3,10","9,1,3,10,8,4",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250518,4,국5등급,1200.0,11,1,132.5,"2,6,10","6,3,10,7","6,3,10,7,11,1","6,3,10,7","6,3,10,7,11,8",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250518,5,국4등급,1400.0,11,0,10.1,"2,6,8","2,6,1,7","2,6,1,7,3,8","2,6,1,7","2,6,1,7,3,8",0,1,0,1,400,2000,400,2000,0.0,1010.0,0.0,1010.0,100
202505,부산,20250518,6,2등급,1600.0,10,0,7.6,"1,6,9","1,9,4,8","1,9,4,8,5,7","1,9,4,8","1,9,4,8,3,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250523,3,혼4등급,1800.0,9,0,5.2,"1,2,4","4,3,2,1","4,3,2,1,9,5","4,3,2,9","4,3,2,9,1,5",1,1,0,1,400,2000,400,2000,520.0,520.0,0.0,520.0,100
202505,부산,20250523,4,국5등급,1200.0,11,0,271.2,"7,8,11","7,6,4,10","7,6,4,10,9,2","7,6,4,9","7,6,4,9,10,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250523,5,국5등급,1400.0,11,0,201.4,"2,8,9","2,1,9,8","2,1,9,8,5,10","2,1,9,8","2,1,9,8,5,10",1,1,1,1,400,2000,400,2000,20140.0,20140.0,20140.0,20140.0,100
202505,부산,20250523,6,국3등급,1400.0,11,0,287.7,"3,4,6","7,11,3,1","7,11,3,1,10,2","7,11,3,1","7,11,3,1,10,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250523,7,국4등급,1600.0,11,0,25.6,"4,6,11","6,4,5,10","6,4,5,10,1,7","6,4,10,5","6,4,10,5,7,11",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,2560.0,100
202505,부산,20250523,8,2등급,2000.0,11,0,129.7,"1,2,8","2,11,1,5","2,11,1,5,3,10","11,2,9,1","11,2,9,1,8,10",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,12969.999999999998,100
202505,부산,20250525,1,국6등급,1400.0,9,1,8.4,"3,4,9","3,4,5,6","3,4,5,6,8,7","3,4,5,6","3,4,5,6,8,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250525,2,혼OPEN,1800.0,14,0,3.1,"4,5,10","5,13,4,3","5,13,4,3,6,10","5,4,13,3","5,4,13,3,10,11",0,1,0,1,400,2000,400,2000,0.0,310.0,0.0,310.0,100
202505,부산,20250525,3,국5등급,1300.0,11,0,17.6,"3,4,7","9,3,2,7","9,3,2,7,4,8","9,3,2,7","9,3,2,7,4,8",0,1,0,1,400,2000,400,2000,0.0,1760.0000000000002,0.0,1760.0000000000002,100
202505,부산,20250525,4,국5등급,1600.0,11,0,12.4,"6,9,11","9,6,10,11","9,6,10,11,5,8","9,6,10,11","9,6,10,11,3,8",1,1,1,1,400,2000,400,2000,1240.0,1240.0,1240.0,1240.0,100
202505,부산,20250525,5,국4등급,1200.0,11,0,29.2,"2,3,5","7,2,3,4","7,2,3,4,10,11","7,3,2,4","7,3,2,4,10,11",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250525,6,혼3등급,1800.0,11,0,1523.3,"2,9,11","6,1,7,10","6,1,7,10,2,11","1,6,7,10","1,6,7,10,3,11",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250530,2,국6등급,1600.0,11,1,135.0,"5,7,11","11,7,3,2","11,7,3,2,10,6","11,7,3,2","11,7,3,2,10,1",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250530,3,국6등급,1600.0,11,1,168.0,"2,6,10","2,5,6,7","2,5,6,7,1,9","2,5,6,7","2,5,6,7,1,9",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250530,4,1등급,2000.0,9,0,79.5,"1,2,3","2,5,8,9","2,5,8,9,1,3","5,2,8,1","5,2,8,1,9,4",0,1,0,0,400,2000,400,2000,0.0,7950.0,0.0,0.0,100
202505,부산,20250530,5,국5등급,1800.0,11,1,67.1,"4,6,11","4,2,8,10","4,2,8,10,1,11","4,2,8,10","4,2,8,10,11,1",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202505,부산,20250530,6,혼4등급,1200.0,11,0,68.7,"2,3,4","2,6,5,4","2,6,5,4,3,9","2,6,5,9","2,6,5,9,4,3",0,1,0,1,400,2000,400,2000,0.0,6870.0,0.0,6870.0,100
202505,부산,20250530,7,혼4등급,1600.0,11,0,111.0,"4,9,11","9,10,7,2","9,10,7,2,6,4","9,10,7,2","9,10,7,2,4,11",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,11100.0,100
202505,부산,20250530,8,혼4등급,1600.0,11,0,58.3,"2,3,4","11,4,7,6","11,4,7,6,1,2","11,4,7,6","11,4,7,6,1,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202506,부산,20250601,1,국6등급,1400.0,11,1,10.1,"4,7,10","1,4,10,7","1,4,10,7,2,11","1,4,10,7","1,4,10,7,2,11",1,1,1,1,400,2000,400,2000,1010.0,1010.0,1010.0,1010.0,100
202506,부산,20250601,2,국5등급,1200.0,11,1,9.4,"2,4,7","7,4,2,11","7,4,2,11,9,1","7,4,8,11","7,4,8,11,2,1",1,1,0,1,400,2000,400,2000,940.0,940.0,0.0,940.0,100
202506,부산,20250601,3,국5등급,1300.0,11,0,8.6,"4,5,8","4,5,9,10","4,5,9,10,11,6","4,5,9,10","4,5,9,10,6,8",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,860.0,100
202506,부산,20250601,5,혼3등급,1600.0,11,0,4.6,"2,4,7","7,2,9,4","7,2,9,4,11,1","7,2,4,9","7,2,4,9,1,11",1,1,1,1,400,2000,400,2000,459.99999999999994,459.99999999999994,459.99999999999994,459.99999999999994,100
202506,부산,20250601,6,혼OPEN,1600.0,14,1,80.3,"6,7,11","7,9,14,11","7,9,14,11,6,4","7,9,14,6","7,9,14,6,11,3",0,1,0,1,400,2000,400,2000,0.0,8030.0,0.0,8030.0,100
202506,부산,20250606,2,국6등급,1300.0,11,1,23.9,"2,4,8","5,9,8,4","5,9,8,4,2,3","5,9,8,4","5,9,8,4,2,3",0,1,0,1,400,2000,400,2000,0.0,2390.0,0.0,2390.0,100
202506,부산,20250606,3,국6등급,1600.0,11,0,27.3,"7,9,11","7,11,3,8","7,11,3,8,9,2","7,11,3,8","7,11,3,8,9,2",0,1,0,1,400,2000,400,2000,0.0,2730.0,0.0,2730.0,100
202506,부산,20250606,4,국4등급,1800.0,9,0,254.6,"1,6,8","5,4,1,7","5,4,1,7,8,6","5,4,1,7","5,4,1,7,6,8",0,1,0,1,400,2000,400,2000,0.0,25460.0,0.0,25460.0,100
202506,부산,20250606,5,국5등급,1400.0,11,1,38.9,"2,6,8","10,5,8,1","10,5,8,1,6,9","1,10,5,8","1,10,5,8,6,9",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202506,부산,20250606,6,국5등급,1200.0,11,0,10.0,"1,2,3","2,3,10,5","2,3,10,5,7,8","2,3,10,8","2,3,10,8,5,9",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202506,부산,20250606,7,혼4등급,1600.0,10,0,13.0,"6,8,10","8,6,10,5","8,6,10,5,7,3","8,6,10,7","8,6,10,7,5,3",1,1,1,1,400,2000,400,2000,1300.0,1300.0,1300.0,1300.0,100
202506,부산,20250606,8,혼3등급,1400.0,11,0,39.9,"4,5,7","7,10,4,5","7,10,4,5,11,6","7,10,4,11","7,10,4,11,5,6",1,1,0,1,400,2000,400,2000,3990.0,3990.0,0.0,3990.0,100
202506,부산,20250608,2,국5등급,1300.0,10,0,55.1,"2,3,7","5,10,2,3","5,10,2,3,7,8","5,10,2,7","5,10,2,7,3,8",0,1,0,1,400,2000,400,2000,0.0,5510.0,0.0,5510.0,100
202506,부산,20250608,3,국5등급,1300.0,11,0,30.3,"3,6,11","3,7,9,11","3,7,9,11,8,1","3,7,9,1","3,7,9,1,8,11",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202506,부산,20250608,4,국5등급,1600.0,10,0,26.8,"3,4,6","6,3,4,5","6,3,4,5,8,2","6,3,5,4","6,3,5,4,8,2",1,1,1,1,400,2000,400,2000,2680.0,2680.0,2680.0,2680.0,100
202506,부산,20250608,5,국5등급,1600.0,10,0,7.5,"1,3,9","9,10,6,4","9,10,6,4,7,2","9,10,6,3","9,10,6,3,2,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202506,부산,20250608,6,국4등급,1200.0,10,0,56.7,"4,7,9","3,8,6,7","3,8,6,7,9,4","3,9,8,6","3,9,8,6,4,5",0,1,0,0,400,2000,400,2000,0.0,5670.0,0.0,0.0,100
202506,부산,20250608,7,국3등급,1800.0,10,0,186.1,"4,5,6","7,5,10,4","7,5,10,4,1,6","5,7,10,6","5,7,10,6,3,1",0,1,0,0,400,2000,400,2000,0.0,18610.0,0.0,0.0,100
202506,부산,20250608,8,2등급,1200.0,10,0,7.7,"1,2,3","1,10,8,4","1,10,8,4,5,2","1,10,8,4","1,10,8,4,3,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202506,부산,20250613,2,국6등급,1200.0,11,1,22.6,"1,2,7","1,2,7,5","1,2,7,5,9,8","1,7,2,8","1,7,2,8,5,4",1,1,1,1,400,2000,400,2000,2260.0,2260.0,2260.0,2260.0,100
202506,부산,20250613,3,국6등급,1600.0,10,0,100.0,"1,3,4","3,8,1,4","3,8,1,4,6,2","3,8,1,4","3,8,1,4,2,5",1,1,1,1,400,2000,400,2000,10000.0,10000.0,10000.0,10000.0,100
202506,부산,20250613,4,국4등급,1200.0,8,0,11.1,"1,6,7","7,1,8,6","7,1,8,6,4,3","7,1,6,8","7,1,6,8,4,3",1,1,1,1,400,2000,400,2000,1110.0,1110.0,1110.0,1110.0,100
202506,부산,20250613,5,국5등급,1300.0,10,0,85.7,"1,3,4","9,4,7,10","9,4,7,10,6,1","9,4,10,7","9,4,10,7,6,1",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202506,부산,20250613,6,국5등급,1800.0,10,1,237.6,"4,6,10","9,6,1,2","9,6,1,2,5,8","9,6,1,2","9,6,1,2,8,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202506,부산,20250613,7,혼4등급,1400.0,11,0,21.4,"2,5,11","5,1,9,2","5,1,9,2,7,11","5,1,9,2","5,1,9,2,11,7",0,1,0,1,400,2000,400,2000,0.0,2140.0,0.0,2140.0,100
202506,부산,20250613,8,국3등급,1600.0,11,0,283.4,"4,6,10","4,10,2,5","4,10,2,5,3,8","4,10,2,3","4,10,2,3,8,9",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202506,부산,20250615,2,국4등급,1600.0,8,0,147.7,"2,3,4","3,6,1,7","3,6,1,7,5,2","3,6,1,7","3,6,1,7,5,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202506,부산,20250615,3,국5등급,1200.0,9,0,15.1,"5,6,7","5,7,4,6","5,7,4,6,2,1","5,2,7,6","5,2,7,6,1,4",1,1,1,1,400,2000,400,2000,1510.0,1510.0,1510.0,1510.0,100
202506,부산,20250615,4,국5등급,1400.0,10,0,100.5,"3,4,9","10,5,4,3","10,5,4,3,6,7","10,5,4,3","10,5,4,3,6,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
