년월,경마장,경주일,경주번호,등급,경주거리,출주두수,신마수,삼복승식배당율,실제_top3_마번,m_BOX4_picks,m_BOX6_picks,p_BOX4_picks,p_BOX6_picks,m_BOX4_hit,m_BOX6_hit,p_BOX4_hit,p_BOX6_hit,m_BOX4_bet,m_BOX6_bet,p_BOX4_bet,p_BOX6_bet,m_BOX4_refund,m_BOX6_refund,p_BOX4_refund,p_BOX6_refund,bet_unit
202406,서울,20240608,7,혼4등급,1400.0,9,0,15.2,"3,5,9","5,3,6,8","5,3,6,8,9,1","5,3,6,8","5,3,6,8,9,1",0,1,0,1,400,2000,400,2000,0.0,1520.0,0.0,1520.0,100
202406,서울,20240608,8,혼4등급,1200.0,11,1,31.0,"4,9,10","6,4,7,10","6,4,7,10,9,3","9,6,4,10","9,6,4,10,7,3",0,1,1,1,400,2000,400,2000,0.0,3100.0,3100.0,3100.0,100
202406,서울,20240608,9,혼3등급,1200.0,10,0,14.1,"1,7,9","7,9,1,2","7,9,1,2,5,8","7,1,2,5","7,1,2,5,9,6",1,1,0,1,400,2000,400,2000,1410.0,1410.0,0.0,1410.0,100
202406,서울,20240608,10,국4등급,1800.0,8,0,90.7,"1,4,6","4,8,5,2","4,8,5,2,7,3","8,5,4,2","8,5,4,2,1,6",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,9070.0,100
202406,서울,20240608,11,2등급,1800.0,10,1,11.3,"5,7,8","5,3,8,7","5,3,8,7,1,10","5,3,4,8","5,3,4,8,7,1",1,1,0,1,400,2000,400,2000,1130.0,1130.0,0.0,1130.0,100
202406,서울,20240609,1,국6등급,1300.0,11,1,93.0,"3,4,8","9,2,8,10","9,2,8,10,3,7","9,8,2,3","9,8,2,3,10,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240609,2,국6등급,1400.0,11,0,16.5,"3,6,8","8,11,6,1","8,11,6,1,3,4","8,11,6,1","8,11,6,1,3,4",0,1,0,1,400,2000,400,2000,0.0,1650.0,0.0,1650.0,100
202406,서울,20240609,4,국5등급,1200.0,8,0,5.4,"2,5,6","5,6,7,2","5,6,7,2,4,3","5,6,2,7","5,6,2,7,4,3",1,1,1,1,400,2000,400,2000,540.0,540.0,540.0,540.0,100
202406,서울,20240609,5,국5등급,1700.0,8,0,6.5,"1,5,7","7,3,2,1","7,3,2,1,4,5","7,1,3,2","7,1,3,2,6,4",0,1,0,0,400,2000,400,2000,0.0,650.0,0.0,0.0,100
202406,서울,20240609,6,국4등급,1400.0,9,0,138.5,"3,5,6","1,6,2,4","1,6,2,4,8,3","1,4,6,2","1,4,6,2,8,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240609,7,혼4등급,1600.0,10,0,4.2,"2,9,10","10,9,2,1","10,9,2,1,6,8","10,9,2,1","10,9,2,1,6,8",1,1,1,1,400,2000,400,2000,420.0,420.0,420.0,420.0,100
202406,서울,20240609,8,국OPEN,2000.0,9,1,842.8,"4,5,8","3,7,4,5","3,7,4,5,1,2","3,7,4,1","3,7,4,1,5,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240609,9,국4등급,1300.0,11,0,79.0,"1,4,7","9,1,2,4","9,1,2,4,8,11","9,1,2,4","9,1,2,4,8,3",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240609,10,국3등급,1800.0,11,0,9.1,"5,9,11","9,10,5,2","9,10,5,2,1,7","9,2,5,10","9,2,5,10,1,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240615,2,국6등급,1400.0,11,1,45.6,"1,8,10","1,11,6,5","1,11,6,5,7,2","1,11,6,5","1,11,6,5,7,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240615,3,국6등급,1300.0,11,0,33.8,"4,7,8","1,4,6,7","1,4,6,7,11,2","1,4,6,7","1,4,6,7,11,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240615,4,국5등급,1300.0,10,0,33.0,"2,7,8","2,7,1,4","2,7,1,4,5,6","2,7,6,4","2,7,6,4,1,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240615,5,국5등급,1700.0,8,1,11.9,"3,4,5","6,4,3,5","6,4,3,5,8,2","5,6,3,4","5,6,3,4,1,7",1,1,1,1,400,2000,400,2000,1190.0,1190.0,1190.0,1190.0,100
202406,서울,20240615,6,국5등급,1300.0,10,0,25.9,"4,5,6","9,6,8,4","9,6,8,4,5,2","6,9,8,2","6,9,8,2,5,4",0,1,0,1,400,2000,400,2000,0.0,2590.0,0.0,2590.0,100
202406,서울,20240615,7,국4등급,1400.0,9,0,48.7,"1,3,7","1,3,4,5","1,3,4,5,8,2","1,3,4,5","1,3,4,5,2,8",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240615,8,혼4등급,1300.0,11,1,19.5,"1,2,11","2,1,6,7","2,1,6,7,11,10","2,1,6,7","2,1,6,7,11,10",0,1,0,1,400,2000,400,2000,0.0,1950.0,0.0,1950.0,100
202406,서울,20240615,9,국4등급,1200.0,8,0,16.6,"1,4,5","8,1,6,7","8,1,6,7,2,5","8,3,1,6","8,3,1,6,5,4",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,1660.0000000000002,100
202406,서울,20240615,10,혼3등급,1800.0,8,0,25.7,"1,4,5","1,5,8,3","1,5,8,3,2,6","1,5,8,2","1,5,8,2,3,4",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,2570.0,100
202406,서울,20240615,11,2등급,1600.0,8,0,21.2,"3,6,7","4,7,6,8","4,7,6,8,1,5","4,7,6,8","4,7,6,8,1,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240616,3,국5등급,1300.0,10,0,22.4,"3,7,9","9,7,3,1","9,7,3,1,4,2","9,7,3,1","9,7,3,1,2,10",1,1,1,1,400,2000,400,2000,2240.0,2240.0,2240.0,2240.0,100
202406,서울,20240616,4,국4등급,1400.0,9,0,12.2,"2,3,5","5,9,3,1","5,9,3,1,8,6","5,9,1,3","5,9,1,3,8,6",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240616,5,혼4등급,1300.0,10,0,242.0,"2,5,8","10,9,8,7","10,9,8,7,5,1","10,9,8,7","10,9,8,7,5,1",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240616,6,국4등급,1600.0,9,0,38.2,"2,3,6","3,5,6,4","3,5,6,4,1,2","3,5,6,4","3,5,6,4,1,2",0,1,0,1,400,2000,400,2000,0.0,3820.0000000000005,0.0,3820.0000000000005,100
202406,서울,20240616,7,혼4등급,1800.0,9,0,32.8,"6,7,8","3,5,6,7","3,5,6,7,8,1","3,5,6,8","3,5,6,8,2,7",0,1,0,1,400,2000,400,2000,0.0,3279.9999999999995,0.0,3279.9999999999995,100
202406,서울,20240616,8,국OPEN,2000.0,16,1,188.3,"1,3,12","4,1,11,8","4,1,11,8,6,12","1,4,11,9","1,4,11,9,6,12",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240616,9,혼3등급,1400.0,8,0,17.7,"3,4,8","1,4,3,8","1,4,3,8,5,7","1,4,3,8","1,4,3,8,5,7",1,1,1,1,400,2000,400,2000,1770.0,1770.0,1770.0,1770.0,100
202406,서울,20240616,10,국3등급,1200.0,8,0,6.7,"2,4,5","5,2,1,7","5,2,1,7,4,3","5,2,1,4","5,2,1,4,7,8",0,1,1,1,400,2000,400,2000,0.0,670.0,670.0,670.0,100
202406,서울,20240616,11,혼3등급,1400.0,8,0,7.1,"1,5,8","6,5,3,2","6,5,3,2,1,8","5,6,3,2","5,6,3,2,1,8",0,1,0,1,400,2000,400,2000,0.0,710.0,0.0,710.0,100
202406,서울,20240622,3,국6등급,1300.0,11,0,2133.1,"1,8,10","7,1,6,4","7,1,6,4,2,5","7,1,6,4","7,1,6,4,2,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240622,4,국6등급,1400.0,9,0,12.0,"2,4,8","4,6,5,8","4,6,5,8,2,9","4,6,8,5","4,6,8,5,2,9",0,1,0,1,400,2000,400,2000,0.0,1200.0,0.0,1200.0,100
202406,서울,20240622,5,국5등급,1400.0,10,0,121.4,"4,5,8","4,5,1,7","4,5,1,7,3,10","4,5,9,1","4,5,9,1,7,6",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240622,6,국5등급,1200.0,10,0,59.2,"3,6,8","7,4,9,1","7,4,9,1,6,10","7,9,3,1","7,9,3,1,4,8",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240622,7,국5등급,1700.0,11,0,41.7,"1,5,6","9,8,10,7","9,8,10,7,5,1","9,5,8,7","9,5,8,7,10,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240622,8,국4등급,1800.0,8,0,3.3,"1,5,8","8,5,4,7","8,5,4,7,6,3","8,5,4,7","8,5,4,7,6,3",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240622,9,혼4등급,1400.0,11,0,27.4,"1,6,10","3,6,5,4","3,6,5,4,9,10","3,6,5,9","3,6,5,9,10,4",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240622,11,2등급,1200.0,10,0,10.6,"1,2,6","3,6,2,10","3,6,2,10,1,5","6,3,1,2","6,3,1,2,10,7",0,1,1,1,400,2000,400,2000,0.0,1060.0,1060.0,1060.0,100
202406,서울,20240623,2,국6등급,1300.0,11,0,556.6,"5,7,10","6,10,3,7","6,10,3,7,11,4","6,10,3,11","6,10,3,11,7,4",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240623,3,국5등급,1400.0,11,0,35.7,"3,8,9","1,9,3,11","1,9,3,11,2,8","1,9,3,8","1,9,3,8,11,2",0,1,1,1,400,2000,400,2000,0.0,3570.0000000000005,3570.0000000000005,3570.0000000000005,100
202406,서울,20240623,4,국5등급,1300.0,11,0,14.1,"5,7,8","5,3,4,9","5,3,4,9,8,7","5,8,3,4","5,8,3,4,9,7",0,1,0,1,400,2000,400,2000,0.0,1410.0,0.0,1410.0,100
202406,서울,20240623,5,국5등급,1200.0,11,0,75.2,"5,9,11","8,11,3,7","8,11,3,7,2,5","8,11,7,3","8,11,7,3,9,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240623,7,국3등급,1800.0,11,1,192.0,"5,7,9","7,4,8,11","7,4,8,11,6,9","7,3,4,9","7,3,4,9,8,10",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240623,8,국4등급,1300.0,11,1,146.5,"6,7,10","6,7,9,3","6,7,9,3,1,4","6,7,9,3","6,7,9,3,4,1",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240623,9,국4등급,1600.0,10,0,22.1,"4,5,10","10,5,4,1","10,5,4,1,3,6","10,5,1,4","10,5,1,4,3,6",1,1,1,1,400,2000,400,2000,2210.0,2210.0,2210.0,2210.0,100
202406,서울,20240623,10,1등급,1600.0,10,0,14.9,"3,7,9","7,1,3,8","7,1,3,8,2,6","7,1,3,8","7,1,3,8,9,2",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,1490.0,100
202406,서울,20240629,1,국6등급,1300.0,9,0,139.1,"3,6,8","1,7,8,9","1,7,8,9,6,3","1,7,8,9","1,7,8,9,6,3",0,1,0,1,400,2000,400,2000,0.0,13910.0,0.0,13910.0,100
202406,서울,20240629,2,국6등급,1700.0,8,0,18.7,"1,2,8","1,8,5,7","1,8,5,7,3,6","1,8,5,3","1,8,5,3,7,2",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,1870.0,100
202406,서울,20240629,3,국5등급,1200.0,11,0,14.8,"1,3,7","7,11,2,5","7,11,2,5,9,8","11,7,2,5","11,7,2,5,3,1",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,1480.0,100
202406,서울,20240629,4,국6등급,1700.0,9,0,9.9,"3,4,7","7,4,6,9","7,4,6,9,2,3","7,4,6,9","7,4,6,9,2,5",0,1,0,0,400,2000,400,2000,0.0,990.0,0.0,0.0,100
202406,서울,20240629,5,국5등급,1400.0,9,0,12.4,"3,4,8","4,8,2,3","4,8,2,3,5,9","4,8,2,3","4,8,2,3,5,6",1,1,1,1,400,2000,400,2000,1240.0,1240.0,1240.0,1240.0,100
202406,서울,20240629,6,국5등급,1300.0,10,0,22.5,"2,3,8","2,8,7,1","2,8,7,1,10,3","2,3,8,7","2,3,8,7,1,10",0,1,1,1,400,2000,400,2000,0.0,2250.0,2250.0,2250.0,100
202406,서울,20240629,7,국4등급,1400.0,10,0,83.8,"5,7,8","7,3,10,9","7,3,10,9,5,2","7,5,8,3","7,5,8,3,10,2",0,0,1,1,400,2000,400,2000,0.0,0.0,8380.0,8380.0,100
202406,서울,20240629,8,국4등급,1400.0,10,0,43.1,"5,9,10","2,10,3,5","2,10,3,5,6,9","2,10,3,5","2,10,3,5,9,6",0,1,0,1,400,2000,400,2000,0.0,4310.0,0.0,4310.0,100
202406,서울,20240629,9,국3등급,1400.0,11,1,7.5,"1,2,7","1,5,3,6","1,5,3,6,7,8","1,5,3,6","1,5,3,6,7,8",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240629,11,2등급,2000.0,8,0,34.5,"1,4,6","2,1,5,6","2,1,5,6,8,4","2,1,5,6","2,1,5,6,4,8",0,1,0,1,400,2000,400,2000,0.0,3450.0,0.0,3450.0,100
202406,서울,20240630,2,국6등급,1400.0,11,1,8.8,"1,4,11","4,1,11,2","4,1,11,2,5,10","4,1,11,2","4,1,11,2,5,10",1,1,1,1,400,2000,400,2000,880.0000000000001,880.0000000000001,880.0000000000001,880.0000000000001,100
202406,서울,20240630,3,국5등급,1400.0,11,0,56.1,"6,7,10","10,1,2,11","10,1,2,11,6,5","10,1,2,6","10,1,2,6,5,11",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202406,서울,20240630,4,국5등급,1700.0,9,1,16.9,"4,6,8","4,8,5,3","4,8,5,3,2,1","4,3,8,5","4,3,8,5,2,6",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,1689.9999999999998,100
202406,서울,20240630,5,혼4등급,1300.0,9,1,13.5,"1,7,8","8,1,7,6","8,1,7,6,2,5","8,1,7,6","8,1,7,6,2,5",1,1,1,1,400,2000,400,2000,1350.0,1350.0,1350.0,1350.0,100
202406,서울,20240630,6,혼3등급,1600.0,10,0,8.0,"1,5,9","1,9,2,10","1,9,2,10,3,5","1,9,2,10","1,9,2,10,3,5",0,1,0,1,400,2000,400,2000,0.0,800.0,0.0,800.0,100
202406,서울,20240630,7,국3등급,1800.0,9,1,18.2,"2,3,7","1,2,3,7","1,2,3,7,5,9","2,1,5,3","2,1,5,3,7,8",1,1,0,1,400,2000,400,2000,1820.0,1820.0,0.0,1820.0,100
202406,서울,20240630,8,1등급,1200.0,11,0,55.8,"1,3,8","11,10,1,3","11,10,1,3,7,4","11,10,1,3","11,10,1,3,4,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240706,3,국5등급,1400.0,9,0,177.6,"3,5,6","3,8,9,4","3,8,9,4,7,5","3,8,9,4","3,8,9,4,7,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240706,4,국5등급,1200.0,9,0,16.7,"5,7,9","5,9,4,3","5,9,4,3,8,1","4,5,3,1","4,5,3,1,9,8",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240706,5,국4등급,1200.0,10,0,71.9,"8,9,10","6,9,10,8","6,9,10,8,4,5","9,6,10,4","9,6,10,4,5,8",1,1,0,1,400,2000,400,2000,7190.000000000001,7190.000000000001,0.0,7190.000000000001,100
202407,서울,20240706,6,혼4등급,1300.0,10,1,11.3,"1,7,8","7,1,8,2","7,1,8,2,10,4","7,1,8,2","7,1,8,2,10,4",1,1,1,1,400,2000,400,2000,1130.0,1130.0,1130.0,1130.0,100
202407,서울,20240706,7,국4등급,1600.0,10,1,34.7,"3,5,10","3,8,1,5","3,8,1,5,4,10","3,9,8,1","3,9,8,1,5,4",0,1,0,0,400,2000,400,2000,0.0,3470.0000000000005,0.0,0.0,100
202407,서울,20240706,8,혼4등급,1700.0,10,0,7.3,"1,5,7","1,5,8,7","1,5,8,7,2,9","1,10,8,5","1,10,8,5,2,9",1,1,0,0,400,2000,400,2000,730.0,730.0,0.0,0.0,100
202407,서울,20240706,9,혼3등급,1800.0,10,0,66.1,"2,7,9","9,8,3,7","9,8,3,7,1,6","9,8,3,7","9,8,3,7,1,6",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240706,10,2등급,1200.0,9,0,18.8,"1,6,7","1,4,5,6","1,4,5,6,2,8","1,4,6,2","1,4,6,2,5,3",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240707,1,국6등급,1200.0,11,1,168.8,"2,8,11","6,4,5,9","6,4,5,9,7,2","6,8,4,7","6,8,4,7,9,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240707,2,국6등급,1300.0,11,0,28.1,"3,8,10","8,2,4,1","8,2,4,1,5,10","8,2,10,4","8,2,10,4,1,3",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,2810.0,100
202407,서울,20240707,3,국5등급,1300.0,11,0,339.2,"4,5,9","7,6,1,3","7,6,1,3,5,8","5,6,7,8","5,6,7,8,3,1",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240707,4,국5등급,1700.0,10,0,77.6,"4,5,8","10,5,7,4","10,5,7,4,8,2","10,5,7,4","10,5,7,4,8,9",0,1,0,1,400,2000,400,2000,0.0,7759.999999999999,0.0,7759.999999999999,100
202407,서울,20240707,5,국4등급,1400.0,11,1,46.6,"8,9,11","4,7,9,8","4,7,9,8,10,11","6,4,7,9","6,4,7,9,8,10",0,1,0,0,400,2000,400,2000,0.0,4660.0,0.0,0.0,100
202407,서울,20240707,6,혼4등급,1300.0,11,1,47.3,"6,7,11","5,11,8,3","5,11,8,3,7,10","5,11,8,3","5,11,8,3,7,10",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240707,7,국3등급,1200.0,10,0,54.7,"2,3,9","8,3,5,6","8,3,5,6,9,7","3,8,5,4","3,8,5,4,9,2",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,5470.0,100
202407,서울,20240707,8,1등급,2000.0,11,0,8.3,"5,7,11","6,7,1,5","6,7,1,5,11,4","11,5,6,7","11,5,6,7,3,1",0,1,1,1,400,2000,400,2000,0.0,830.0000000000001,830.0000000000001,830.0000000000001,100
202407,서울,20240713,4,국6등급,1300.0,8,0,56.0,"1,3,6","5,3,1,6","5,3,1,6,8,4","5,3,1,8","5,3,1,8,6,4",1,1,0,1,400,2000,400,2000,5600.0,5600.0,0.0,5600.0,100
202407,서울,20240713,5,국6등급,1400.0,11,0,114.5,"1,5,8","9,11,3,8","9,11,3,8,7,10","9,11,3,8","9,11,3,8,7,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240713,6,국5등급,1400.0,10,0,49.9,"3,7,9","3,9,7,4","3,9,7,4,2,5","3,9,4,7","3,9,4,7,2,5",1,1,1,1,400,2000,400,2000,4990.0,4990.0,4990.0,4990.0,100
202407,서울,20240713,7,국5등급,1300.0,8,0,6.0,"1,2,5","5,4,1,6","5,4,1,6,2,8","5,4,1,6","5,4,1,6,2,3",0,1,0,1,400,2000,400,2000,0.0,600.0,0.0,600.0,100
202407,서울,20240713,8,혼4등급,1200.0,11,1,92.3,"5,8,10","5,1,8,6","5,1,8,6,7,4","5,1,8,6","5,1,8,6,7,4",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240713,9,국4등급,1600.0,10,0,14.2,"2,5,7","5,3,7,9","5,3,7,9,1,2","5,9,7,3","5,9,7,3,1,2",0,1,0,1,400,2000,400,2000,0.0,1420.0,0.0,1420.0,100
202407,서울,20240713,10,혼3등급,1600.0,10,0,25.8,"2,3,6","6,3,4,8","6,3,4,8,2,10","6,3,4,8","6,3,4,8,10,2",0,1,0,1,400,2000,400,2000,0.0,2580.0,0.0,2580.0,100
202407,서울,20240714,2,국6등급,1300.0,9,0,5.0,"1,2,6","1,2,6,8","1,2,6,8,7,4","1,2,6,8","1,2,6,8,7,4",1,1,1,1,400,2000,400,2000,500.0,500.0,500.0,500.0,100
202407,서울,20240714,3,국5등급,1300.0,11,0,44.4,"1,2,11","3,4,1,11","3,4,1,11,5,2","2,3,1,4","2,3,1,4,11,9",0,1,0,1,400,2000,400,2000,0.0,4440.0,0.0,4440.0,100
202407,서울,20240714,4,국5등급,1200.0,8,0,10.0,"1,4,6","4,2,1,7","4,2,1,7,6,3","4,2,7,1","4,2,7,1,6,5",0,1,0,1,400,2000,400,2000,0.0,1000.0,0.0,1000.0,100
202407,서울,20240714,5,국5등급,1700.0,8,0,31.9,"3,6,7","3,1,6,4","3,1,6,4,2,7","1,3,4,2","1,3,4,2,6,5",0,1,0,0,400,2000,400,2000,0.0,3190.0,0.0,0.0,100
202407,서울,20240714,6,국4등급,1400.0,9,0,5.3,"1,6,9","6,1,4,9","6,1,4,9,3,2","6,1,4,9","6,1,4,9,3,8",1,1,1,1,400,2000,400,2000,530.0,530.0,530.0,530.0,100
202407,서울,20240714,7,국4등급,1300.0,11,1,23.6,"1,5,11","1,11,4,10","1,11,4,10,8,5","1,11,5,4","1,11,5,4,10,3",0,1,1,1,400,2000,400,2000,0.0,2360.0,2360.0,2360.0,100
202407,서울,20240714,8,혼3등급,1200.0,11,0,382.6,"3,9,10","10,7,9,6","10,7,9,6,5,8","7,10,9,5","7,10,9,5,6,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240714,9,혼4등급,1800.0,11,0,294.9,"1,5,10","2,10,5,9","2,10,5,9,3,11","2,5,10,9","2,5,10,9,11,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240720,3,국5등급,1300.0,9,0,143.4,"1,5,9","2,1,8,9","2,1,8,9,7,5","2,1,8,9","2,1,8,9,7,5",0,1,0,1,400,2000,400,2000,0.0,14340.0,0.0,14340.0,100
202407,서울,20240720,4,국5등급,1400.0,10,0,47.6,"2,9,10","9,10,8,2","9,10,8,2,7,1","9,2,10,8","9,2,10,8,7,1",1,1,1,1,400,2000,400,2000,4760.0,4760.0,4760.0,4760.0,100
202407,서울,20240720,5,국5등급,1200.0,11,0,19.9,"1,8,11","3,8,10,7","3,8,10,7,2,4","3,11,8,4","3,11,8,4,2,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240720,6,국5등급,1700.0,8,0,9.3,"3,4,6","3,6,7,5","3,6,7,5,2,8","3,6,5,7","3,6,5,7,1,8",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240720,7,국4등급,1800.0,11,1,11.8,"1,2,8","8,11,1,2","8,11,1,2,9,3","8,11,2,1","8,11,2,1,9,3",1,1,1,1,400,2000,400,2000,1180.0,1180.0,1180.0,1180.0,100
202407,서울,20240720,8,혼4등급,1300.0,11,1,41.0,"1,4,9","8,10,9,3","8,10,9,3,1,11","8,10,5,9","8,10,5,9,3,1",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240720,9,국3등급,1200.0,11,0,146.0,"2,4,11","8,10,9,2","8,10,9,2,11,1","4,8,10,2","4,8,10,2,9,5",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240720,10,2등급,1600.0,10,1,224.1,"2,8,9","1,7,3,9","1,7,3,9,8,6","1,3,7,9","1,3,7,9,8,6",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240721,2,국6등급,1300.0,11,1,11.8,"1,5,6","7,6,3,1","7,6,3,1,8,10","7,6,11,1","7,6,11,1,8,10",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240721,3,국6등급,1400.0,11,0,13.9,"6,10,11","2,10,11,6","2,10,11,6,4,9","2,10,11,6","2,10,11,6,4,9",1,1,1,1,400,2000,400,2000,1390.0,1390.0,1390.0,1390.0,100
202407,서울,20240721,4,국5등급,1400.0,9,1,10.3,"1,7,9","7,1,3,8","7,1,3,8,9,5","7,1,3,8","7,1,3,8,9,4",0,1,0,1,400,2000,400,2000,0.0,1030.0,0.0,1030.0,100
202407,서울,20240721,5,국5등급,1300.0,10,0,48.1,"2,4,10","2,10,9,8","2,10,9,8,4,5","2,10,9,8","2,10,9,8,4,5",0,1,0,1,400,2000,400,2000,0.0,4810.0,0.0,4810.0,100
202407,서울,20240721,6,국4등급,1400.0,11,0,14.3,"2,8,10","8,6,2,11","8,6,2,11,10,1","8,6,2,11","8,6,2,11,10,1",0,1,0,1,400,2000,400,2000,0.0,1430.0,0.0,1430.0,100
202407,서울,20240721,7,혼4등급,1600.0,10,0,38.4,"1,4,5","8,6,4,5","8,6,4,5,7,9","8,6,5,4","8,6,5,4,7,9",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240721,8,국4등급,1200.0,11,1,30.3,"5,6,11","3,11,1,10","3,11,1,10,5,9","11,3,4,5","11,3,4,5,1,9",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240721,9,혼3등급,1800.0,11,1,57.1,"2,6,8","10,11,2,4","10,11,2,4,1,7","10,11,2,4","10,11,2,4,8,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240721,10,1등급,1400.0,11,0,97.0,"3,7,11","1,5,6,7","1,5,6,7,11,10","1,5,6,7","1,5,6,7,11,3",0,0,0,1,400,2000,400,2000,0.0,0.0,0.0,9700.0,100
202407,서울,20240727,3,국5등급,1400.0,9,0,6.3,"3,6,7","4,3,6,7","4,3,6,7,2,8","3,4,6,7","3,4,6,7,2,8",1,1,1,1,400,2000,400,2000,630.0,630.0,630.0,630.0,100
202407,서울,20240727,4,국5등급,1300.0,11,0,71.0,"1,7,8","8,2,3,6","8,2,3,6,11,5","8,2,3,5","8,2,3,5,6,11",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240727,5,국5등급,1200.0,11,0,14.6,"1,3,9","3,2,7,11","3,2,7,11,10,5","10,3,2,5","10,3,2,5,11,7",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240727,7,국3등급,1600.0,10,0,28.6,"1,5,9","9,5,6,7","9,5,6,7,4,2","9,5,6,7","9,5,6,7,4,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
202407,서울,20240727,8,국4등급,1700.0,11,1,29.2,"2,7,8","8,6,5,10","8,6,5,10,2,1","8,6,5,10","8,6,5,10,1,2",0,0,0,0,400,2000,400,2000,0.0,0.0,0.0,0.0,100
