경마장,경주일,년월,경주번호,등급,경주거리,출주두수,신마수,정산여부,actual_top3,m_rank_top4,r_pop_top4,m_rank_top6,r_pop_top6,overlap_1to4,m_BOX4_hit,m_BOX4_refund,m_BOX4_bet,r_BOX4_hit,r_BOX4_refund,r_BOX4_bet,m_BOX6_hit,m_BOX6_refund,m_BOX6_bet,r_BOX6_hit,r_BOX6_refund,r_BOX6_bet
서울,20250727,202507,5,국5등급,1300.0,9,0,SETTLED,"5,8,9","6,7,9,8","6,7,9,2","6,7,9,8,2,3","6,7,9,2,3,8",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250727,202507,6,국5등급,1300.0,8,0,SETTLED,"2,4,7","2,6,4,5","2,6,4,7","2,6,4,5,7,1","2,6,4,7,5,1",3,0,0.0,400,1,470.0,400,1,470.0,2000,1,470.0,2000
서울,20250727,202507,7,국5등급,1800.0,10,1,SETTLED,"7,8,10","7,8,10,6","7,8,10,6","7,8,10,6,1,3","7,8,10,6,2,1",4,1,4760.0,400,1,4760.0,400,1,4760.0,2000,1,4760.0,2000
서울,20250727,202507,8,혼4등급,1300.0,11,1,SETTLED,"6,10,11","1,3,6,11","1,3,6,11","1,3,6,11,4,10","1,3,6,11,8,10",4,0,0.0,400,0,0.0,400,1,11560.0,2000,1,11560.0,2000
서울,20250727,202507,9,국4등급,1400.0,11,0,SETTLED,"5,7,10","10,3,9,5","10,3,9,5","10,3,9,5,7,11","10,3,9,5,7,11",4,0,0.0,400,0,0.0,400,1,640.0,2000,1,640.0,2000
서울,20250727,202507,10,국4등급,1700.0,11,0,SETTLED,"2,3,8","10,11,5,3","10,11,3,5","10,11,5,3,9,1","10,11,3,5,2,9",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250727,202507,11,혼4등급,1800.0,9,0,SETTLED,"3,6,9","6,9,3,5","6,9,3,7","6,9,3,5,7,4","6,9,3,7,8,4",3,1,1100.0,400,1,1100.0,400,1,1100.0,2000,1,1100.0,2000
서울,20250727,202507,12,혼3등급,1600.0,10,0,SETTLED,"4,5,7","5,4,9,8","5,4,9,8","5,4,9,8,10,2","5,4,9,8,2,10",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250727,202507,13,국3등급,1400.0,11,1,SETTLED,"6,9,11","9,11,3,7","9,11,3,7","9,11,3,7,6,4","9,11,3,7,6,4",4,0,0.0,400,0,0.0,400,1,869.9999999999999,2000,1,869.9999999999999,2000
서울,20250727,202507,14,1등급,1200.0,11,0,SETTLED,"7,8,10","6,9,7,1","9,6,1,3","6,9,7,1,3,8","9,6,1,3,7,10",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250802,202508,3,국5등급,1200.0,11,1,SETTLED,"3,5,9","3,10,11,5","3,11,10,5","3,10,11,5,2,9","3,11,10,5,2,9",4,0,0.0,400,0,0.0,400,1,1300.0,2000,1,1300.0,2000
서울,20250802,202508,4,국5등급,1400.0,9,0,SETTLED,"5,6,7","7,3,2,5","7,3,2,5","7,3,2,5,9,1","7,3,2,5,9,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250802,202508,5,혼4등급,1400.0,9,0,SETTLED,"4,7,8","7,2,5,3","7,2,5,3","7,2,5,3,8,9","7,2,5,3,8,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,10510.0,2000
서울,20250802,202508,6,혼4등급,1400.0,9,1,SETTLED,"5,6,8","5,8,6,9","5,8,6,9","5,8,6,9,7,1","5,8,6,9,7,4",4,1,1070.0,400,1,1070.0,400,1,1070.0,2000,1,1070.0,2000
서울,20250802,202508,7,혼3등급,1800.0,9,0,SETTLED,"3,5,6","5,1,6,4","5,1,6,4","5,1,6,4,2,7","5,1,6,4,3,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,819.9999999999999,2000
서울,20250802,202508,8,국3등급,1200.0,11,1,SETTLED,"4,10,11","11,2,7,3","11,6,2,7","11,2,7,3,10,1","11,6,2,7,10,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250802,202508,9,2등급,1600.0,10,1,SETTLED,"7,8,10","10,8,5,3","10,8,5,7","10,8,5,3,7,2","10,8,5,7,6,1",3,0,0.0,400,1,840.0,400,1,840.0,2000,1,840.0,2000
서울,20250803,202508,3,국6등급,1300.0,11,1,SETTLED,"8,10,11","3,1,8,2","3,1,8,2","3,1,8,2,11,4","3,1,8,2,11,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250803,202508,4,국5등급,1300.0,10,1,SETTLED,"8,9,10","9,1,10,2","9,1,10,2","9,1,10,2,4,8","9,1,10,2,4,8",4,0,0.0,400,0,0.0,400,1,3120.0,2000,1,3120.0,2000
서울,20250803,202508,5,국5등급,1200.0,8,0,SETTLED,"6,7,8","4,7,6,5","4,7,6,8","4,7,6,5,8,3","4,7,6,8,3,5",3,0,0.0,400,1,869.9999999999999,400,1,869.9999999999999,2000,1,869.9999999999999,2000
서울,20250803,202508,6,국5등급,1700.0,8,0,SETTLED,"1,7,8","2,1,3,4","2,1,3,4","2,1,3,4,7,8","2,1,3,4,7,8",4,0,0.0,400,0,0.0,400,1,1939.9999999999998,2000,1,1939.9999999999998,2000
서울,20250803,202508,7,국5등급,1700.0,8,0,SETTLED,"4,6,7","6,4,8,1","6,4,1,8","6,4,8,1,7,3","6,4,1,8,3,7",4,0,0.0,400,0,0.0,400,1,5050.0,2000,1,5050.0,2000
서울,20250803,202508,8,혼4등급,1700.0,9,0,SETTLED,"1,7,9","1,4,3,9","1,4,3,9","1,4,3,9,8,7","1,4,3,9,8,7",4,0,0.0,400,0,0.0,400,1,6790.000000000001,2000,1,6790.000000000001,2000
서울,20250803,202508,9,혼4등급,1200.0,11,1,SETTLED,"5,7,8","7,2,1,5","7,2,1,5","7,2,1,5,4,8","7,2,1,5,4,6",4,0,0.0,400,0,0.0,400,1,7280.0,2000,0,0.0,2000
서울,20250803,202508,10,혼3등급,1400.0,11,0,SETTLED,"9,10,11","11,7,10,4","11,7,10,4","11,7,10,4,1,9","11,7,10,4,1,9",4,0,0.0,400,0,0.0,400,1,919.9999999999999,2000,1,919.9999999999999,2000
서울,20250803,202508,11,혼OPEN,2000.0,11,0,SETTLED,"3,4,11","11,9,4,3","11,9,4,3","11,9,4,3,5,2","11,9,4,3,7,8",4,1,1510.0,400,1,1510.0,400,1,1510.0,2000,1,1510.0,2000
서울,20250803,202508,12,2등급,1200.0,11,0,SETTLED,"1,9,10","8,4,1,9","8,4,1,5","8,4,1,9,5,11","8,4,1,5,9,10",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,1330.0,2000
서울,20250803,202508,13,국4등급,1600.0,10,0,SETTLED,"1,3,10","5,1,10,2","5,1,10,2","5,1,10,2,7,3","5,1,10,2,9,3",4,0,0.0,400,0,0.0,400,1,1040.0,2000,1,1040.0,2000
서울,20250803,202508,14,1등급,1600.0,10,0,SETTLED,"1,6,7","9,4,7,8","9,4,8,7","9,4,7,8,1,2","9,4,8,7,1,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250816,202508,4,국5등급,1200.0,11,0,SETTLED,"6,8,10","8,10,3,6","8,10,3,6","8,10,3,6,5,4","8,10,3,6,5,7",4,1,6709.999999999999,400,1,6709.999999999999,400,1,6709.999999999999,2000,1,6709.999999999999,2000
서울,20250816,202508,5,국5등급,1400.0,11,0,SETTLED,"1,7,9","3,9,1,7","7,3,9,1","3,9,1,7,5,6","7,3,9,1,6,11",4,1,1090.0,400,1,1090.0,400,1,1090.0,2000,1,1090.0,2000
서울,20250816,202508,6,국4등급,1700.0,11,0,SETTLED,"5,8,10","7,11,10,5","7,11,10,8","7,11,10,5,1,8","7,11,10,8,5,6",3,0,0.0,400,0,0.0,400,1,5800.0,2000,1,5800.0,2000
서울,20250816,202508,7,2등급,2000.0,8,0,SETTLED,"2,3,4","8,2,4,6","2,8,3,4","8,2,4,6,3,1","2,8,3,4,6,1",3,0,0.0,400,1,1380.0,400,1,1380.0,2000,1,1380.0,2000
서울,20250816,202508,8,혼4등급,1600.0,10,0,SETTLED,"1,2,10","1,8,7,6","1,8,7,6","1,8,7,6,10,2","1,8,7,6,2,10",4,0,0.0,400,0,0.0,400,1,3590.0,2000,1,3590.0,2000
서울,20250816,202508,9,국3등급,1600.0,9,1,SETTLED,"5,8,9","9,5,8,4","9,5,8,7","9,5,8,4,3,7","9,5,8,7,3,6",3,1,459.99999999999994,400,1,459.99999999999994,400,1,459.99999999999994,2000,1,459.99999999999994,2000
서울,20250817,202508,1,국6등급,1300.0,11,1,SETTLED,"8,10,11","10,11,8,1","10,11,8,1","10,11,8,1,3,4","10,11,8,1,3,9",4,1,1410.0,400,1,1410.0,400,1,1410.0,2000,1,1410.0,2000
서울,20250817,202508,2,국6등급,1400.0,11,0,SETTLED,"8,9,11","11,8,9,7","11,8,7,9","11,8,9,7,6,3","11,8,7,9,3,5",4,1,900.0,400,1,900.0,400,1,900.0,2000,1,900.0,2000
서울,20250817,202508,3,국5등급,1800.0,11,0,SETTLED,"5,9,10","9,5,8,2","9,8,5,2","9,5,8,2,10,6","9,8,5,2,4,10",4,0,0.0,400,0,0.0,400,1,3860.0,2000,1,3860.0,2000
서울,20250817,202508,4,국5등급,1300.0,11,1,SETTLED,"2,3,6","2,7,3,6","2,7,3,5","2,7,3,6,5,1","2,7,3,5,6,9",3,1,3329.9999999999995,400,0,0.0,400,1,3329.9999999999995,2000,1,3329.9999999999995,2000
서울,20250817,202508,5,국4등급,1400.0,11,0,SETTLED,"2,5,9","9,5,10,1","9,5,1,10","9,5,10,1,6,2","9,5,1,10,6,7",4,0,0.0,400,0,0.0,400,1,930.0000000000001,2000,0,0.0,2000
서울,20250817,202508,6,국4등급,1400.0,11,0,SETTLED,"3,4,10","10,5,4,2","10,5,4,2","10,5,4,2,1,11","10,5,4,2,11,9",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250817,202508,7,혼4등급,1200.0,11,0,SETTLED,"3,7,10","7,4,10,11","7,4,10,11","7,4,10,11,6,3","7,4,10,11,6,5",4,0,0.0,400,0,0.0,400,1,2340.0,2000,0,0.0,2000
서울,20250817,202508,8,국OPEN,1200.0,10,1,SETTLED,"2,3,9","9,4,1,6","9,4,1,6","9,4,1,6,2,8","9,4,1,6,2,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,10870.0,2000
서울,20250817,202508,9,혼4등급,1800.0,10,0,SETTLED,"1,6,7","7,1,4,3","7,1,4,3","7,1,4,3,2,6","7,1,4,3,6,2",4,0,0.0,400,0,0.0,400,1,780.0,2000,1,780.0,2000
서울,20250817,202508,10,국3등급,1800.0,11,0,SETTLED,"5,6,10","5,6,4,10","5,6,4,10","5,6,4,10,3,11","5,6,4,10,3,7",4,1,2220.0,400,1,2220.0,400,1,2220.0,2000,1,2220.0,2000
서울,20250817,202508,11,혼3등급,1200.0,10,0,SETTLED,"6,7,10","6,2,7,4","6,5,7,4","6,2,7,4,5,9","6,5,7,4,9,10",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,15040.0,2000
서울,20250823,202508,3,국6등급,1300.0,11,1,SETTLED,"1,6,10","11,6,10,4","11,6,10,4","11,6,10,4,2,1","11,6,10,4,2,1",4,0,0.0,400,0,0.0,400,1,819.9999999999999,2000,1,819.9999999999999,2000
서울,20250823,202508,4,국5등급,1300.0,11,0,SETTLED,"2,3,4","6,8,2,3","6,8,2,7","6,8,2,3,7,9","6,8,2,7,9,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250823,202508,5,국5등급,1700.0,11,0,SETTLED,"2,8,11","2,10,5,1","2,10,5,1","2,10,5,1,9,4","2,10,5,1,9,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250823,202508,6,혼4등급,1400.0,11,1,SETTLED,"5,6,11","11,1,6,5","11,1,10,6","11,1,6,5,3,7","11,1,10,6,5,3",3,1,18830.0,400,0,0.0,400,1,18830.0,2000,1,18830.0,2000
서울,20250823,202508,7,혼4등급,1400.0,11,0,SETTLED,"5,8,10","10,2,5,6","10,2,5,6","10,2,5,6,8,11","10,2,5,6,11,8",4,0,0.0,400,0,0.0,400,1,23310.0,2000,1,23310.0,2000
서울,20250823,202508,8,혼3등급,1800.0,10,0,SETTLED,"3,8,10","10,2,6,5","2,6,10,5","10,2,6,5,4,8","2,6,10,5,8,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250823,202508,9,혼3등급,1400.0,11,0,SETTLED,"1,5,7","1,11,5,8","1,11,5,8","1,11,5,8,7,3","1,11,5,8,3,7",4,0,0.0,400,0,0.0,400,1,20750.0,2000,1,20750.0,2000
서울,20250823,202508,10,2등급,1400.0,11,0,SETTLED,"2,3,5","7,9,5,2","7,9,5,2","7,9,5,2,4,6","7,9,5,2,4,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,38040.0,2000
서울,20250824,202508,2,국6등급,1300.0,10,1,SETTLED,"3,6,7","3,4,6,9","3,4,6,9","3,4,6,9,10,2","3,4,6,9,10,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250824,202508,3,국6등급,1400.0,11,0,SETTLED,"1,2,7","7,2,3,1","7,2,3,1","7,2,3,1,8,9","7,2,3,1,8,9",4,1,819.9999999999999,400,1,819.9999999999999,400,1,819.9999999999999,2000,1,819.9999999999999,2000
서울,20250824,202508,4,국5등급,1400.0,11,1,SETTLED,"2,5,9","6,2,9,7","6,2,9,7","6,2,9,7,1,3","6,2,9,7,10,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250824,202508,5,국5등급,1300.0,11,0,SETTLED,"2,3,9","9,4,5,7","9,4,5,3","9,4,5,7,3,2","9,4,5,3,7,2",3,0,0.0,400,0,0.0,400,1,12150.0,2000,1,12150.0,2000
서울,20250824,202508,6,국5등급,1200.0,11,1,SETTLED,"3,4,7","5,6,4,1","5,6,4,1","5,6,4,1,7,3","5,6,4,1,3,2",4,0,0.0,400,0,0.0,400,1,4540.0,2000,0,0.0,2000
서울,20250824,202508,7,혼4등급,1700.0,10,1,SETTLED,"1,4,7","7,1,4,5","7,1,4,5","7,1,4,5,10,3","7,1,4,5,10,9",4,1,320.0,400,1,320.0,400,1,320.0,2000,1,320.0,2000
서울,20250824,202508,8,국4등급,1800.0,9,0,SETTLED,"2,3,7","2,7,1,3","2,7,1,3","2,7,1,3,9,4","2,7,1,3,4,9",4,1,370.0,400,1,370.0,400,1,370.0,2000,1,370.0,2000
서울,20250824,202508,9,국4등급,1200.0,11,0,SETTLED,"1,2,7","7,2,1,6","7,2,1,3","7,2,1,6,9,4","7,2,1,3,4,9",3,1,990.0,400,1,990.0,400,1,990.0,2000,1,990.0,2000
서울,20250824,202508,10,혼3등급,1400.0,11,0,SETTLED,"3,5,9","2,6,3,10","2,6,3,10","2,6,3,10,1,9","2,6,3,10,1,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250824,202508,11,1등급,2000.0,8,1,SETTLED,"3,6,7","2,8,6,3","8,2,6,4","2,8,6,3,5,7","8,2,6,4,7,3",3,0,0.0,400,0,0.0,400,1,1490.0,2000,1,1490.0,2000
서울,20250830,202508,1,국6등급,1700.0,8,0,SETTLED,"2,3,4","4,6,3,7","4,6,3,7","4,6,3,7,2,1","4,6,3,7,2,1",4,0,0.0,400,0,0.0,400,1,630.0,2000,1,630.0,2000
서울,20250830,202508,5,국5등급,1800.0,11,0,SETTLED,"4,6,11","11,6,3,10","11,6,3,10","11,6,3,10,4,7","11,6,3,10,1,7",4,0,0.0,400,0,0.0,400,1,8640.0,2000,0,0.0,2000
서울,20250830,202508,6,국5등급,1400.0,11,0,SETTLED,"2,3,5","3,10,5,9","3,10,5,9","3,10,5,9,7,2","3,10,5,9,7,2",4,0,0.0,400,0,0.0,400,1,5950.0,2000,1,5950.0,2000
서울,20250830,202508,8,혼4등급,1600.0,10,0,SETTLED,"2,4,6","4,7,6,3","4,7,6,3","4,7,6,3,8,1","4,7,6,3,2,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,2930.0,2000
서울,20250830,202508,9,혼3등급,1600.0,10,0,SETTLED,"3,7,8","7,8,2,5","7,8,2,5","7,8,2,5,9,3","7,8,2,5,9,6",4,0,0.0,400,0,0.0,400,1,13550.0,2000,0,0.0,2000
서울,20250830,202508,10,2등급,1800.0,11,0,SETTLED,"1,8,11","11,10,1,7","11,7,10,1","11,10,1,7,8,2","11,7,10,1,9,8",4,0,0.0,400,0,0.0,400,1,7580.0,2000,1,7580.0,2000
서울,20250831,202508,2,국6등급,1300.0,11,0,SETTLED,"5,8,11","5,4,11,8","5,4,11,8","5,4,11,8,2,6","5,4,11,8,2,6",4,1,8830.0,400,1,8830.0,400,1,8830.0,2000,1,8830.0,2000
서울,20250831,202508,3,국5등급,1400.0,11,0,SETTLED,"1,3,7","3,1,10,9","3,1,10,9","3,1,10,9,6,2","3,1,10,9,6,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250831,202508,4,국5등급,1300.0,11,0,SETTLED,"3,4,5","5,4,2,3","5,4,2,3","5,4,2,3,1,6","5,4,2,3,1,6",4,1,6150.0,400,1,6150.0,400,1,6150.0,2000,1,6150.0,2000
서울,20250831,202508,5,국5등급,1200.0,11,0,SETTLED,"2,7,8","7,8,9,2","7,8,9,4","7,8,9,2,4,5","7,8,9,4,5,2",3,1,2510.0,400,0,0.0,400,1,2510.0,2000,1,2510.0,2000
서울,20250831,202508,6,국4등급,1400.0,11,0,SETTLED,"3,8,11","11,9,5,3","11,9,5,3","11,9,5,3,8,2","11,9,5,3,8,6",4,0,0.0,400,0,0.0,400,1,1660.0000000000002,2000,1,1660.0000000000002,2000
서울,20250831,202508,7,국4등급,1700.0,11,0,SETTLED,"2,3,7","1,2,9,3","1,2,9,11","1,2,9,3,4,11","1,2,9,11,4,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250831,202508,8,혼4등급,1800.0,11,0,SETTLED,"4,6,7","7,6,4,3","7,6,4,3","7,6,4,3,10,11","7,6,4,3,11,5",4,1,8190.000000000001,400,1,8190.000000000001,400,1,8190.000000000001,2000,1,8190.000000000001,2000
서울,20250831,202508,9,국3등급,1800.0,11,1,SETTLED,"1,6,11","5,11,6,4","5,11,10,1","5,11,6,4,1,8","5,11,10,1,8,6",2,0,0.0,400,0,0.0,400,1,5210.0,2000,1,5210.0,2000
서울,20250831,202508,10,혼3등급,1200.0,11,1,SETTLED,"1,5,7","5,9,1,8","5,9,1,8","5,9,1,8,4,6","5,9,1,8,4,6",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250831,202508,11,1등급,1200.0,9,0,SETTLED,"2,4,6","9,1,6,8","9,1,6,8","9,1,6,8,5,4","9,1,6,8,5,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250906,202509,2,국6등급,1300.0,11,1,SETTLED,"1,4,9","9,11,2,5","9,11,2,5","9,11,2,5,1,8","9,11,2,5,1,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250906,202509,3,국5등급,1400.0,11,0,SETTLED,"2,7,8","2,8,6,1","2,8,6,1","2,8,6,1,7,10","2,8,6,1,10,11",4,0,0.0,400,0,0.0,400,1,2200.0,2000,0,0.0,2000
서울,20250906,202509,5,국OPEN,1700.0,8,0,SETTLED,"2,3,4","3,4,8,7","3,4,8,1","3,4,8,7,1,2","3,4,8,1,7,2",3,0,0.0,400,0,0.0,400,1,700.0,2000,1,700.0,2000
서울,20250906,202509,6,국OPEN,1400.0,11,0,SETTLED,"1,4,10","4,1,11,7","4,1,11,7","4,1,11,7,5,10","4,1,11,7,5,8",4,0,0.0,400,0,0.0,400,1,2530.0,2000,0,0.0,2000
서울,20250906,202509,8,혼OPEN,1200.0,9,0,SETTLED,"2,3,8","8,3,2,1","8,3,2,9","8,3,2,1,9,7","8,3,2,9,1,7",3,1,550.0,400,1,550.0,400,1,550.0,2000,1,550.0,2000
서울,20250906,202509,9,국5등급,1400.0,11,1,SETTLED,"1,3,8","8,1,3,6","8,1,3,6","8,1,3,6,11,7","8,1,3,6,9,10",4,1,18980.0,400,1,18980.0,400,1,18980.0,2000,1,18980.0,2000
서울,20250906,202509,10,혼4등급,1400.0,11,1,SETTLED,"2,6,9","6,2,9,1","6,2,9,1","6,2,9,1,5,7","6,2,9,1,5,11",4,1,2590.0,400,1,2590.0,400,1,2590.0,2000,1,2590.0,2000
서울,20250906,202509,11,혼4등급,1400.0,11,0,SETTLED,"3,4,7","11,10,2,7","11,10,2,7","11,10,2,7,4,6","11,10,2,7,3,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,12969.999999999998,2000
서울,20250907,202509,3,국5등급,1700.0,11,1,SETTLED,"6,9,11","1,9,11,2","9,11,1,2","1,9,11,2,10,3","9,11,1,2,10,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250907,202509,4,국5등급,1300.0,10,0,SETTLED,"2,3,8","3,8,7,2","3,8,7,2","3,8,7,2,10,9","3,8,7,2,10,9",4,1,7200.0,400,1,7200.0,400,1,7200.0,2000,1,7200.0,2000
서울,20250907,202509,5,국5등급,1300.0,10,0,SETTLED,"1,3,8","1,8,10,6","1,8,10,6","1,8,10,6,2,3","1,8,10,6,3,2",4,0,0.0,400,0,0.0,400,1,4840.0,2000,1,4840.0,2000
서울,20250907,202509,6,국5등급,1200.0,11,0,SETTLED,"1,6,7","6,1,10,8","6,1,10,9","6,1,10,8,9,3","6,1,10,9,3,4",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250907,202509,9,혼4등급,1700.0,11,0,SETTLED,"2,3,8","7,3,1,5","7,3,1,5","7,3,1,5,8,2","7,3,1,5,8,2",4,0,0.0,400,0,0.0,400,1,64360.0,2000,1,64360.0,2000
서울,20250907,202509,10,혼3등급,1800.0,9,0,SETTLED,"1,2,9","7,9,4,5","7,9,4,5","7,9,4,5,2,3","7,9,4,5,8,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250913,202509,2,국4등급,1400.0,8,0,SETTLED,"1,4,5","1,6,5,3","1,6,5,3","1,6,5,3,4,8","1,6,5,3,8,4",4,0,0.0,400,0,0.0,400,1,380.0,2000,1,380.0,2000
서울,20250913,202509,3,국4등급,1400.0,8,0,SETTLED,"1,2,6","6,7,1,2","6,7,1,2","6,7,1,2,3,4","6,7,1,2,3,4",4,1,880.0000000000001,400,1,880.0000000000001,400,1,880.0000000000001,2000,1,880.0000000000001,2000
서울,20250913,202509,4,국6등급,1200.0,10,1,SETTLED,"1,3,6","1,3,7,9","1,3,7,4","1,3,7,9,4,6","1,3,7,4,9,6",3,0,0.0,400,0,0.0,400,1,770.0,2000,1,770.0,2000
서울,20250913,202509,5,국6등급,1400.0,10,1,SETTLED,"3,4,7","10,8,4,3","10,8,4,3","10,8,4,3,9,2","10,8,4,3,9,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250913,202509,6,국5등급,1800.0,10,0,SETTLED,"1,4,5","10,3,6,5","10,3,6,5","10,3,6,5,4,1","10,3,6,5,1,4",4,0,0.0,400,0,0.0,400,1,6459.999999999999,2000,1,6459.999999999999,2000
서울,20250913,202509,7,국4등급,1700.0,9,0,SETTLED,"1,3,4","9,7,3,1","9,7,1,3","9,7,3,1,4,6","9,7,1,3,4,6",4,0,0.0,400,0,0.0,400,1,10000.0,2000,1,10000.0,2000
서울,20250913,202509,8,혼4등급,1200.0,11,1,SETTLED,"2,3,8","5,2,11,3","5,2,11,3","5,2,11,3,4,8","5,2,11,3,4,8",4,0,0.0,400,0,0.0,400,1,10280.0,2000,1,10280.0,2000
서울,20250913,202509,9,혼3등급,1400.0,8,0,SETTLED,"1,4,6","6,1,2,5","6,1,2,5","6,1,2,5,3,4","6,1,2,5,3,4",4,0,0.0,400,0,0.0,400,1,1080.0,2000,1,1080.0,2000
서울,20250913,202509,10,혼3등급,1400.0,8,0,SETTLED,"1,6,7","1,4,6,7","1,4,6,7","1,4,6,7,8,5","1,4,6,7,8,5",4,1,590.0,400,1,590.0,400,1,590.0,2000,1,590.0,2000
서울,20250914,202509,2,국6등급,1700.0,8,0,SETTLED,"4,5,7","1,5,2,3","1,5,2,8","1,5,2,3,8,7","1,5,2,8,7,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250914,202509,3,국5등급,1300.0,9,0,SETTLED,"1,5,9","2,1,7,5","2,1,7,5","2,1,7,5,4,6","2,1,7,5,4,6",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250914,202509,4,국5등급,1400.0,9,0,SETTLED,"5,6,8","4,2,7,5","4,2,7,5","4,2,7,5,6,8","4,2,7,5,8,3",4,0,0.0,400,0,0.0,400,1,3050.0,2000,0,0.0,2000
서울,20250914,202509,5,혼4등급,1800.0,9,1,SETTLED,"4,5,7","4,7,3,9","4,9,7,3","4,7,3,9,6,8","4,9,7,3,6,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250914,202509,6,혼3등급,1600.0,8,0,SETTLED,"3,6,8","8,6,1,3","8,6,1,3","8,6,1,3,5,7","8,6,1,3,5,2",4,1,3220.0000000000005,400,1,3220.0000000000005,400,1,3220.0000000000005,2000,1,3220.0000000000005,2000
서울,20250914,202509,7,혼3등급,1600.0,8,0,SETTLED,"5,7,8","7,6,1,5","7,6,1,8","7,6,1,5,8,2","7,6,1,8,5,4",3,0,0.0,400,0,0.0,400,1,4370.0,2000,1,4370.0,2000
서울,20250914,202509,8,국OPEN,1200.0,13,1,SETTLED,"7,11,13","13,6,3,8","13,3,6,8","13,6,3,8,7,4","13,3,6,8,5,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20250914,202509,9,국5등급,1200.0,10,0,SETTLED,"6,8,10","9,10,6,3","9,10,6,3","9,10,6,3,8,4","9,10,6,3,8,1",4,0,0.0,400,0,0.0,400,1,5830.0,2000,1,5830.0,2000
서울,20250914,202509,10,국5등급,1300.0,10,0,SETTLED,"6,8,9","2,8,6,9","2,8,6,9","2,8,6,9,7,3","2,8,6,9,3,7",4,1,2320.0,400,1,2320.0,400,1,2320.0,2000,1,2320.0,2000
서울,20250914,202509,11,1등급,1400.0,11,0,SETTLED,"3,9,11","11,3,4,1","11,3,4,1","11,3,4,1,9,2","11,3,4,1,2,9",4,0,0.0,400,0,0.0,400,1,2610.0,2000,1,2610.0,2000
서울,20250920,202509,3,국6등급,1400.0,11,0,SETTLED,"1,2,9","8,1,2,11","8,1,2,11","8,1,2,11,9,7","8,1,2,11,9,7",4,0,0.0,400,0,0.0,400,1,1530.0,2000,1,1530.0,2000
서울,20250920,202509,4,국5등급,1300.0,11,0,SETTLED,"4,6,9","8,9,4,1","8,9,4,6","8,9,4,1,11,6","8,9,4,6,1,11",3,0,0.0,400,1,4810.0,400,1,4810.0,2000,1,4810.0,2000
서울,20250920,202509,5,국5등급,1700.0,11,0,SETTLED,"4,8,10","10,8,6,1","10,8,1,6","10,8,6,1,11,7","10,8,1,6,11,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
