경마장,경주일,년월,경주번호,등급,경주거리,출주두수,신마수,정산여부,actual_top3,m_rank_top4,r_pop_top4,m_rank_top6,r_pop_top6,overlap_1to4,m_BOX4_hit,m_BOX4_refund,m_BOX4_bet,r_BOX4_hit,r_BOX4_refund,r_BOX4_bet,m_BOX6_hit,m_BOX6_refund,m_BOX6_bet,r_BOX6_hit,r_BOX6_refund,r_BOX6_bet
부산,20241227,202412,8,2등급,1800.0,12,0,SETTLED,"1,5,11","1,3,9,10","3,1,9,10","1,3,9,10,2,8","3,1,9,10,2,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20241229,202412,1,국6등급,1600.0,12,1,SETTLED,"5,9,12","9,2,5,3","9,2,5,3","9,2,5,3,6,4","9,2,5,3,4,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20241229,202412,2,국5등급,1400.0,12,1,SETTLED,"5,9,10","1,6,12,9","1,6,12,9","1,6,12,9,3,8","1,6,12,9,3,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20241229,202412,3,국5등급,1200.0,12,0,SETTLED,"3,6,10","11,12,3,9","11,3,12,1","11,12,3,9,1,8","11,3,12,1,9,10",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20241229,202412,4,혼4등급,1800.0,12,0,SETTLED,"2,3,12","5,4,6,3","5,4,6,3","5,4,6,3,10,2","5,4,6,3,10,9",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20241229,202412,5,국3등급,1400.0,12,0,SETTLED,"6,10,11","3,10,9,6","3,10,9,6","3,10,9,6,1,4","3,10,9,6,1,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20241229,202412,6,1등급,2000.0,9,1,SETTLED,"3,4,6","8,4,3,6","8,4,5,6","8,4,3,6,2,9","8,4,5,6,3,2",3,1,3800.0,400,0,0.0,400,1,3800.0,2000,1,3800.0,2000
부산,20250103,202501,2,국6등급,1300.0,10,1,SETTLED,"5,8,9","1,7,2,5","1,7,2,5","1,7,2,5,8,4","1,7,2,5,4,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250103,202501,3,국6등급,1400.0,11,1,SETTLED,"5,6,11","11,5,6,9","11,5,6,9","11,5,6,9,8,2","11,5,6,9,8,2",4,1,9480.0,400,1,9480.0,400,1,9480.0,2000,1,9480.0,2000
부산,20250103,202501,4,국5등급,1400.0,12,0,SETTLED,"6,10,12","10,2,4,3","10,2,4,3","10,2,4,3,1,6","10,2,4,3,6,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250103,202501,5,국5등급,1600.0,12,0,SETTLED,"3,5,12","11,5,9,10","11,9,7,5","11,5,9,10,7,4","11,9,7,5,12,10",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250103,202501,6,국4등급,1200.0,12,0,SETTLED,"5,6,8","3,8,1,6","3,10,8,1","3,8,1,6,5,10","3,10,8,1,6,5",3,0,0.0,400,0,0.0,400,1,37070.0,2000,1,37070.0,2000
부산,20250103,202501,7,혼4등급,1400.0,12,0,SETTLED,"4,6,9","6,4,11,3","6,4,11,3","6,4,11,3,9,1","6,4,11,3,9,1",4,0,0.0,400,0,0.0,400,1,1460.0,2000,1,1460.0,2000
부산,20250103,202501,8,국3등급,1400.0,12,0,SETTLED,"2,6,10","3,6,2,8","3,6,2,8","3,6,2,8,1,10","3,6,2,8,1,10",4,0,0.0,400,0,0.0,400,1,35860.0,2000,1,35860.0,2000
부산,20250103,202501,9,혼3등급,1800.0,12,1,SETTLED,"4,5,8","8,7,4,2","8,7,2,4","8,7,4,2,9,6","8,7,2,4,6,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250105,202501,2,국5등급,1300.0,12,1,SETTLED,"3,7,11","7,3,2,12","9,7,3,12","7,3,2,12,6,5","9,7,3,12,2,6",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250105,202501,3,국5등급,1200.0,12,0,SETTLED,"4,11,12","4,9,11,5","4,9,11,2","4,9,11,5,2,3","4,9,11,2,5,10",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250105,202501,4,국4등급,1800.0,12,0,SETTLED,"2,8,12","12,11,5,1","12,11,5,1","12,11,5,1,6,10","12,11,5,1,6,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250105,202501,5,혼4등급,1600.0,12,0,SETTLED,"7,8,11","7,11,4,12","7,11,4,9","7,11,4,12,9,10","7,11,4,9,12,8",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,2510.0,2000
부산,20250105,202501,6,2등급,1600.0,11,0,SETTLED,"1,4,5","1,4,5,6","1,4,5,6","1,4,5,6,10,8","1,4,5,6,10,8",4,1,320.0,400,1,320.0,400,1,320.0,2000,1,320.0,2000
부산,20250110,202501,3,국6등급,1300.0,12,0,SETTLED,"3,6,9","6,10,8,2","6,10,8,3","6,10,8,2,9,3","6,10,8,3,9,2",3,0,0.0,400,0,0.0,400,1,3650.0,2000,1,3650.0,2000
부산,20250110,202501,4,국6등급,1600.0,11,0,SETTLED,"3,4,9","3,2,10,11","3,2,10,11","3,2,10,11,4,8","3,2,10,11,5,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250110,202501,5,국5등급,1300.0,12,0,SETTLED,"5,8,11","2,5,8,1","2,5,8,1","2,5,8,1,6,7","2,5,8,1,6,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250110,202501,6,국5등급,1400.0,12,0,SETTLED,"4,6,10","6,10,7,4","6,10,7,4","6,10,7,4,3,8","6,10,7,4,3,8",4,1,12000.0,400,1,12000.0,400,1,12000.0,2000,1,12000.0,2000
부산,20250110,202501,7,국4등급,1400.0,12,0,SETTLED,"3,6,8","2,3,6,11","2,3,6,11","2,3,6,11,8,10","2,3,6,11,10,8",4,0,0.0,400,0,0.0,400,1,8560.0,2000,1,8560.0,2000
부산,20250110,202501,8,국3등급,1800.0,9,0,SETTLED,"3,7,8","3,7,6,4","7,3,4,6","3,7,6,4,9,2","7,3,4,6,2,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,4050.0,2000
부산,20250110,202501,9,혼4등급,1200.0,12,0,SETTLED,"4,8,9","1,7,4,10","1,7,4,8","1,7,4,10,9,8","1,7,4,8,9,2",3,0,0.0,400,0,0.0,400,1,37240.0,2000,1,37240.0,2000
부산,20250112,202501,2,국5등급,1200.0,12,0,SETTLED,"5,6,10","1,12,9,6","1,12,9,10","1,12,9,6,10,5","1,12,9,10,5,3",3,0,0.0,400,0,0.0,400,1,199570.0,2000,0,0.0,2000
부산,20250112,202501,3,국5등급,1800.0,12,1,SETTLED,"3,9,11","7,9,6,4","7,9,6,4","7,9,6,4,2,11","7,9,6,4,1,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250112,202501,4,혼4등급,1800.0,12,1,SETTLED,"2,8,11","12,2,8,3","12,2,8,3","12,2,8,3,1,4","12,2,8,3,1,10",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250112,202501,5,국4등급,1600.0,12,1,SETTLED,"2,4,10","2,11,9,3","2,11,3,9","2,11,9,3,10,1","2,11,3,9,10,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250112,202501,6,1등급,1400.0,12,0,SETTLED,"5,9,10","4,7,9,5","4,7,9,5","4,7,9,5,1,3","4,7,9,5,1,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250117,202501,4,국5등급,1300.0,12,0,SETTLED,"1,2,11","11,8,9,2","11,9,8,2","11,8,9,2,6,5","11,9,8,2,6,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250117,202501,5,국5등급,1200.0,12,0,SETTLED,"3,9,10","9,1,5,12","9,1,5,12","9,1,5,12,3,11","9,1,5,12,11,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250117,202501,6,국5등급,1400.0,12,1,SETTLED,"2,6,7","1,6,2,7","1,6,2,7","1,6,2,7,3,8","1,6,2,7,3,5",4,1,2560.0,400,1,2560.0,400,1,2560.0,2000,1,2560.0,2000
부산,20250117,202501,7,국4등급,1800.0,12,0,SETTLED,"3,8,9","8,9,12,5","8,9,12,3","8,9,12,5,3,1","8,9,12,3,5,11",3,0,0.0,400,1,4880.0,400,1,4880.0,2000,1,4880.0,2000
부산,20250117,202501,8,혼4등급,1600.0,12,0,SETTLED,"4,7,12","7,8,9,12","7,8,9,12","7,8,9,12,4,11","7,8,9,12,4,3",4,0,0.0,400,0,0.0,400,1,1460.0,2000,1,1460.0,2000
부산,20250117,202501,9,혼3등급,1200.0,12,0,SETTLED,"6,8,12","2,7,6,12","2,6,12,9","2,7,6,12,9,8","2,6,12,9,7,8",3,0,0.0,400,0,0.0,400,1,3990.0,2000,1,3990.0,2000
부산,20250119,202501,2,국6등급,1400.0,9,0,SETTLED,"2,4,9","2,1,9,5","2,1,9,5","2,1,9,5,8,4","2,1,9,5,8,4",4,0,0.0,400,0,0.0,400,1,2420.0,2000,1,2420.0,2000
부산,20250119,202501,3,국5등급,1600.0,12,0,SETTLED,"2,8,9","9,2,12,4","9,2,12,4","9,2,12,4,5,10","9,2,12,4,8,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,710.0,2000
부산,20250119,202501,4,국4등급,1400.0,12,0,SETTLED,"5,11,12","5,4,12,1","5,4,12,1","5,4,12,1,6,11","5,4,12,1,6,11",4,0,0.0,400,0,0.0,400,1,2510.0,2000,1,2510.0,2000
부산,20250119,202501,5,국3등급,1600.0,12,0,SETTLED,"1,4,9","9,2,4,6","9,2,4,6","9,2,4,6,8,7","9,2,4,6,8,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250119,202501,6,2등급,2000.0,11,0,SETTLED,"3,7,8","3,9,6,8","3,8,6,9","3,9,6,8,4,11","3,8,6,9,5,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250124,202501,5,국5등급,1200.0,12,0,SETTLED,"5,8,10","5,2,7,10","5,2,7,10","5,2,7,10,8,1","5,2,7,10,8,1",4,0,0.0,400,0,0.0,400,1,2450.0,2000,1,2450.0,2000
부산,20250124,202501,6,국5등급,1400.0,12,0,SETTLED,"3,8,10","10,4,8,1","10,4,8,1","10,4,8,1,5,11","10,4,8,1,5,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250124,202501,7,국4등급,1600.0,12,0,SETTLED,"8,9,11","11,8,3,6","11,8,6,3","11,8,3,6,10,9","11,8,6,3,9,10",4,0,0.0,400,0,0.0,400,1,5870.0,2000,1,5870.0,2000
부산,20250124,202501,8,혼4등급,1800.0,12,0,SETTLED,"2,4,7","4,7,2,5","4,2,7,10","4,7,2,5,10,1","4,2,7,10,5,6",3,1,6900.0,400,1,6900.0,400,1,6900.0,2000,1,6900.0,2000
부산,20250124,202501,9,2등급,1200.0,12,1,SETTLED,"6,8,10","2,4,10,12","2,10,4,11","2,4,10,12,11,5","2,10,4,11,5,6",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250126,202501,2,국5등급,1400.0,12,1,SETTLED,"3,4,5","5,4,1,9","5,4,1,9","5,4,1,9,10,6","5,4,1,9,10,6",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250126,202501,3,국5등급,1800.0,12,0,SETTLED,"1,4,10","7,9,3,5","7,3,9,12","7,9,3,5,1,12","7,3,9,12,5,8",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250126,202501,4,국4등급,1200.0,12,0,SETTLED,"3,6,10","6,9,7,2","6,9,7,2","6,9,7,2,3,5","6,9,7,2,3,12",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250126,202501,5,혼3등급,1800.0,12,0,SETTLED,"1,6,12","6,1,12,8","6,1,12,8","6,1,12,8,9,10","6,1,12,8,10,9",4,1,5280.0,400,1,5280.0,400,1,5280.0,2000,1,5280.0,2000
부산,20250126,202501,6,1등급,2000.0,10,0,SETTLED,"3,7,9","3,7,9,5","3,7,9,5","3,7,9,5,10,8","3,7,9,5,10,4",4,1,750.0,400,1,750.0,400,1,750.0,2000,1,750.0,2000
부산,20250207,202502,3,국6등급,1600.0,12,1,SETTLED,"7,10,11","3,2,4,1","3,2,4,1","3,2,4,1,12,11","3,2,4,1,11,12",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250207,202502,4,국5등급,1300.0,12,1,SETTLED,"2,4,11","11,4,2,7","11,4,2,7","11,4,2,7,10,3","11,4,2,7,3,10",4,1,1190.0,400,1,1190.0,400,1,1190.0,2000,1,1190.0,2000
부산,20250207,202502,5,국5등급,1800.0,12,0,SETTLED,"1,2,6","8,5,6,2","5,8,2,6","8,5,6,2,11,12","5,8,2,6,1,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,1300.0,2000
부산,20250207,202502,6,국4등급,1400.0,12,0,SETTLED,"3,4,7","3,9,12,7","3,9,7,12","3,9,12,7,4,5","3,9,7,12,4,5",4,0,0.0,400,0,0.0,400,1,2700.0,2000,1,2700.0,2000
부산,20250207,202502,7,혼4등급,1200.0,12,0,SETTLED,"3,5,10","3,2,1,8","3,8,2,10","3,2,1,8,5,10","3,8,2,10,1,5",3,0,0.0,400,0,0.0,400,1,3460.0,2000,1,3460.0,2000
부산,20250207,202502,8,혼3등급,1200.0,12,0,SETTLED,"6,9,12","6,10,4,11","6,5,10,4","6,10,4,11,2,9","6,5,10,4,2,11",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250207,202502,9,2등급,2000.0,12,0,SETTLED,"3,5,6","10,6,5,3","10,3,4,6","10,6,5,3,4,7","10,3,4,6,5,9",3,1,2000.0,400,0,0.0,400,1,2000.0,2000,1,2000.0,2000
부산,20250209,202502,3,국5등급,1200.0,12,0,SETTLED,"4,8,12","4,5,8,6","4,8,5,12","4,5,8,6,12,11","4,8,5,12,11,6",3,0,0.0,400,1,9530.0,400,1,9530.0,2000,1,9530.0,2000
부산,20250209,202502,5,국3등급,1800.0,12,0,SETTLED,"6,9,11","6,8,9,1","6,8,9,11","6,8,9,1,11,7","6,8,9,11,12,1",3,0,0.0,400,1,10140.0,400,1,10140.0,2000,1,10140.0,2000
부산,20250209,202502,6,1등급,1200.0,11,0,SETTLED,"4,6,8","4,3,6,1","4,1,3,11","4,3,6,1,9,11","4,1,3,11,6,9",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250214,202502,4,국5등급,1200.0,12,0,SETTLED,"2,9,11","9,5,10,1","9,5,10,1","9,5,10,1,12,3","9,5,10,1,12,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250214,202502,5,국5등급,1300.0,12,0,SETTLED,"4,10,11","4,2,1,10","4,2,1,10","4,2,1,10,5,11","4,2,1,10,5,11",4,0,0.0,400,0,0.0,400,1,20300.0,2000,1,20300.0,2000
부산,20250214,202502,7,혼4등급,1600.0,12,0,SETTLED,"5,9,12","3,12,9,7","3,12,9,6","3,12,9,7,6,2","3,12,9,6,7,2",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250214,202502,8,국4등급,1800.0,12,0,SETTLED,"6,7,8","1,12,3,10","1,12,3,10","1,12,3,10,11,7","1,12,3,10,7,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250216,202502,3,국5등급,1600.0,12,0,SETTLED,"6,7,11","1,10,3,11","1,10,3,11","1,10,3,11,4,8","1,10,3,11,8,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250216,202502,4,국4등급,1200.0,12,0,SETTLED,"9,11,12","9,3,11,5","9,10,3,5","9,3,11,5,4,1","9,10,3,5,4,11",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250216,202502,5,혼3등급,1800.0,12,0,SETTLED,"5,11,12","11,2,5,3","11,2,5,3","11,2,5,3,9,10","11,2,5,3,10,9",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250216,202502,6,2등급,1400.0,12,1,SETTLED,"5,7,11","7,10,11,9","7,10,11,9","7,10,11,9,8,1","7,10,11,9,8,6",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250221,202502,4,국5등급,1400.0,12,0,SETTLED,"1,10,11","3,12,9,11","3,12,9,11","3,12,9,11,2,1","3,12,9,11,2,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250221,202502,5,국5등급,1200.0,12,0,SETTLED,"2,8,12","2,10,12,3","2,10,12,3","2,10,12,3,11,7","2,10,12,3,7,9",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250221,202502,6,국5등급,1800.0,12,1,SETTLED,"4,5,6","7,6,12,4","7,6,12,11","7,6,12,4,11,1","7,6,12,11,4,1",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250221,202502,7,혼4등급,1800.0,12,0,SETTLED,"1,4,6","6,1,4,5","6,1,4,3","6,1,4,5,7,9","6,1,4,3,7,9",3,1,4760.0,400,1,4760.0,400,1,4760.0,2000,1,4760.0,2000
부산,20250221,202502,8,혼4등급,1800.0,12,0,SETTLED,"2,10,12","2,7,10,11","2,7,10,11","2,7,10,11,3,8","2,7,10,11,3,12",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,70880.0,2000
부산,20250221,202502,9,혼3등급,1600.0,12,0,SETTLED,"3,8,10","8,3,12,6","8,3,12,4","8,3,12,6,10,9","8,3,12,4,10,6",3,0,0.0,400,0,0.0,400,1,6180.0,2000,1,6180.0,2000
부산,20250223,202502,2,국6등급,1400.0,12,1,SETTLED,"4,6,7","7,8,4,5","7,8,5,4","7,8,4,5,12,3","7,8,5,4,3,12",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250223,202502,3,국5등급,1600.0,12,1,SETTLED,"6,10,11","3,2,6,5","3,2,6,5","3,2,6,5,1,12","3,2,6,5,1,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250223,202502,4,1등급,2000.0,9,0,SETTLED,"2,3,9","9,3,6,2","9,3,6,5","9,3,6,2,5,7","9,3,6,5,7,2",3,1,1920.0,400,0,0.0,400,1,1920.0,2000,1,1920.0,2000
부산,20250223,202502,5,국4등급,1400.0,12,0,SETTLED,"4,5,10","10,11,4,2","10,11,4,2","10,11,4,2,3,6","10,11,4,2,3,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,4880.0,2000
부산,20250223,202502,6,국OPEN,1400.0,9,1,SETTLED,"1,3,6","2,9,6,5","2,9,6,5","2,9,6,5,1,8","2,9,6,5,1,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250228,202502,4,국5등급,1200.0,12,0,SETTLED,"1,3,9","5,7,3,4","5,3,7,9","5,7,3,4,9,12","5,3,7,9,6,12",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250228,202502,5,국5등급,1400.0,12,0,SETTLED,"1,3,9","1,5,11,3","1,5,11,3","1,5,11,3,10,2","1,5,11,3,10,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250228,202502,6,혼4등급,1600.0,12,1,SETTLED,"6,8,9","6,12,7,9","6,12,7,9","6,12,7,9,3,5","6,12,7,9,3,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250228,202502,7,국4등급,1800.0,12,0,SETTLED,"2,10,12","5,12,4,10","12,5,10,3","5,12,4,10,11,1","12,5,10,3,11,1",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250228,202502,8,국3등급,1200.0,12,0,SETTLED,"3,5,9","3,5,1,7","3,5,1,8","3,5,1,7,8,9","3,5,1,8,9,11",3,0,0.0,400,0,0.0,400,1,910.0,2000,1,910.0,2000
부산,20250302,202503,2,국5등급,1300.0,12,0,SETTLED,"3,5,11","11,10,4,8","11,10,4,5","11,10,4,8,5,3","11,10,4,5,8,3",3,0,0.0,400,0,0.0,400,1,10350.0,2000,1,10350.0,2000
부산,20250302,202503,3,국5등급,1600.0,12,1,SETTLED,"2,5,10","6,10,1,2","10,6,1,2","6,10,1,2,11,7","10,6,1,2,8,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250302,202503,4,국4등급,1200.0,12,0,SETTLED,"4,5,6","1,9,5,8","9,4,1,10","1,9,5,8,11,10","9,4,1,10,11,8",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250302,202503,5,혼3등급,1800.0,12,0,SETTLED,"3,7,12","12,10,7,5","12,7,3,5","12,10,7,5,3,8","12,7,3,5,10,4",3,0,0.0,400,1,530.0,400,1,530.0,2000,1,530.0,2000
부산,20250302,202503,6,2등급,1200.0,12,0,SETTLED,"3,6,12","12,3,11,4","12,11,3,4","12,3,11,4,6,2","12,11,3,4,9,5",4,0,0.0,400,0,0.0,400,1,3420.0000000000005,2000,0,0.0,2000
부산,20250307,202503,3,국5등급,1300.0,12,1,SETTLED,"3,4,11","9,12,3,6","9,12,3,6","9,12,3,6,10,8","9,12,3,6,10,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250307,202503,4,국5등급,1400.0,12,1,SETTLED,"5,8,12","5,12,7,3","5,12,7,3","5,12,7,3,2,10","5,12,7,3,2,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250307,202503,5,국5등급,1800.0,12,0,SETTLED,"2,3,10","10,6,4,2","10,6,4,2","10,6,4,2,5,1","10,6,4,2,5,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250307,202503,7,국4등급,1400.0,12,0,SETTLED,"5,8,9","9,10,8,5","9,10,8,5","9,10,8,5,11,3","9,10,8,5,12,11",4,1,3010.0,400,1,3010.0,400,1,3010.0,2000,1,3010.0,2000
부산,20250307,202503,8,2등급,2000.0,11,0,SETTLED,"1,7,8","7,10,11,8","7,10,8,11","7,10,11,8,2,5","7,10,8,11,2,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250309,202503,1,국6등급,1300.0,12,1,SETTLED,"2,9,12","2,11,9,12","2,11,9,12","2,11,9,12,10,1","2,11,9,12,10,1",4,1,1010.0,400,1,1010.0,400,1,1010.0,2000,1,1010.0,2000
부산,20250309,202503,3,국5등급,1200.0,12,0,SETTLED,"8,10,11","10,8,11,7","10,8,7,11","10,8,11,7,5,1","10,8,7,11,1,9",4,1,3030.0,400,1,3030.0,400,1,3030.0,2000,1,3030.0,2000
부산,20250309,202503,4,혼4등급,1800.0,12,0,SETTLED,"3,6,8","3,2,8,9","3,2,8,9","3,2,8,9,1,6","3,2,8,9,7,1",4,0,0.0,400,0,0.0,400,1,2080.0,2000,0,0.0,2000
부산,20250309,202503,5,국3등급,1600.0,12,1,SETTLED,"1,5,10","2,4,10,7","2,4,10,7","2,4,10,7,5,12","2,4,10,7,5,12",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250309,202503,6,혼OPEN,1200.0,13,1,SETTLED,"1,3,8","4,1,5,9","7,4,1,5","4,1,5,9,3,2","7,4,1,5,2,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250314,202503,4,국5등급,1200.0,9,0,SETTLED,"3,8,9","3,8,9,2","3,5,8,9","3,8,9,2,1,7","3,5,8,9,1,2",3,1,869.9999999999999,400,1,869.9999999999999,400,1,869.9999999999999,2000,1,869.9999999999999,2000
부산,20250314,202503,5,국5등급,1400.0,12,0,SETTLED,"1,2,4","10,6,2,11","10,6,2,11","10,6,2,11,4,1","10,6,2,11,1,4",4,0,0.0,400,0,0.0,400,1,11070.0,2000,1,11070.0,2000
부산,20250314,202503,6,혼4등급,1600.0,12,0,SETTLED,"4,7,12","4,9,7,10","4,9,7,10","4,9,7,10,3,12","4,9,7,10,3,1",4,0,0.0,400,0,0.0,400,1,49690.0,2000,0,0.0,2000
부산,20250314,202503,7,국4등급,1800.0,12,0,SETTLED,"6,9,11","1,9,6,10","6,1,9,10","1,9,6,10,3,2","6,1,9,10,3,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250314,202503,8,혼3등급,1200.0,12,0,SETTLED,"5,6,12","10,9,6,7","10,9,8,7","10,9,6,7,8,4","10,9,8,7,6,2",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250316,202503,3,국5등급,1600.0,10,0,SETTLED,"1,4,8","4,1,10,3","4,1,3,10","4,1,10,3,6,2","4,1,3,10,2,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,4210.0,2000
부산,20250316,202503,4,혼4등급,1200.0,12,0,SETTLED,"1,4,12","12,1,2,3","12,1,2,3","12,1,2,3,11,6","12,1,2,3,4,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,1780.0,2000
부산,20250316,202503,6,1등급,1400.0,12,0,SETTLED,"2,5,11","1,2,5,3","2,1,5,3","1,2,5,3,12,7","2,1,5,3,7,12",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250321,202503,3,국6등급,1400.0,12,1,SETTLED,"6,11,12","2,6,3,4","2,6,3,4","2,6,3,4,12,10","2,6,3,4,12,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,5620.0,2000
부산,20250321,202503,4,국5등급,1300.0,12,0,SETTLED,"4,8,11","5,12,4,6","5,12,4,6","5,12,4,6,7,8","5,12,4,6,8,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250321,202503,5,국5등급,1600.0,12,0,SETTLED,"5,9,10","12,10,4,11","12,4,10,6","12,10,4,11,6,7","12,4,10,6,5,7",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250321,202503,6,국4등급,1400.0,12,0,SETTLED,"7,8,12","5,8,12,7","5,8,12,7","5,8,12,7,2,3","5,8,12,7,2,3",4,1,14400.0,400,1,14400.0,400,1,14400.0,2000,1,14400.0,2000
부산,20250321,202503,7,국4등급,1200.0,12,0,SETTLED,"10,11,12","12,2,11,4","12,2,11,4","12,2,11,4,8,5","12,2,11,4,10,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,4590.0,2000
부산,20250321,202503,8,혼3등급,1800.0,12,0,SETTLED,"2,3,5","3,7,5,1","3,5,7,1","3,7,5,1,2,4","3,5,7,1,2,9",4,0,0.0,400,0,0.0,400,1,1820.0,2000,1,1820.0,2000
부산,20250323,202503,2,국5등급,1200.0,11,0,SETTLED,"2,8,11","11,8,7,3","11,7,8,3","11,8,7,3,2,1","11,7,8,3,2,1",4,0,0.0,400,0,0.0,400,1,3510.0,2000,1,3510.0,2000
부산,20250323,202503,3,국5등급,1400.0,12,1,SETTLED,"8,10,12","10,1,12,4","1,10,12,8","10,1,12,4,8,7","1,10,12,8,4,3",3,0,0.0,400,1,1260.0,400,1,1260.0,2000,1,1260.0,2000
