경마장,조합개수,순위,전략keys,전략명,경주수,적중경주수,적중율,총베팅액,총환수액,이익금액,ROI,구멍수,프리셋
서울,5,3,anchor2_37_trifecta + anchor2_38_trifecta + anchor1_57_24 + anchor2_36_trifecta + top3pair_46_trio,2축(3~7) 삼쌍 + 2축(3~8) 삼쌍 + 1축(5~7) / 2~4 삼쌍 + 2축(3~6) 삼쌍 + 1~3 복조 / 4~6 삼복,215,65,0.3023255813953488,1720000.0,2110000.0,390000.0,1.2267441860465116,80,
서울,5,4,anchor2_37_trifecta + anchor2_38_trifecta + anchor2_137_trifecta + anchor1_57_24 + anchor1_25_68,"2축(3~7) 삼쌍 + 2축(3~8) 삼쌍 + 2축(1,3~7) 삼쌍 + 1축(5~7) / 2~4 삼쌍 + 1축(2~5) / 6~8 삼쌍",215,46,0.21395348837209302,2171500.0,2654470.0,482970.0,1.222413078517154,101,
서울,5,5,anchor2_37_trifecta + anchor2_38_trifecta + anchor2_137_trifecta + anchor1_57_24 + anchor1_25,"2축(3~7) 삼쌍 + 2축(3~8) 삼쌍 + 2축(1,3~7) 삼쌍 + 1축(5~7) / 2~4 삼쌍 + 1축(2~5) 삼쌍",215,46,0.21395348837209302,2171500.0,2654140.0,482640.0,1.2222611098319134,101,
서울,6,1,anchor2_37_trifecta + anchor2_38_trifecta + anchor2_137_trifecta + anchor1_57_24 + anchor2_36_trifecta + top3pair_46_trio,"2축(3~7) 삼쌍 + 2축(3~8) 삼쌍 + 2축(1,3~7) 삼쌍 + 1축(5~7) / 2~4 삼쌍 + 2축(3~6) 삼쌍 + 1~3 복조 / 4~6 삼복",215,69,0.3209302325581395,2365000.0,2830160.0,465160.0,1.1966849894291756,110,
서울,6,2,anchor2_37_trifecta + anchor2_38_trifecta + anchor2_137_trifecta + anchor1_57_24 + anchor1_25_68 + top3pair_46_trio,"2축(3~7) 삼쌍 + 2축(3~8) 삼쌍 + 2축(1,3~7) 삼쌍 + 1축(5~7) / 2~4 삼쌍 + 1축(2~5) / 6~8 삼쌍 + 1~3 복조 / 4~6 삼복",215,76,0.35348837209302325,2365000.0,2817530.0,452530.0,1.1913446088794926,110,
서울,6,3,anchor2_37_trifecta + anchor2_38_trifecta + anchor2_137_trifecta + anchor1_57_24 + anchor1_25 + top3pair_46_trio,"2축(3~7) 삼쌍 + 2축(3~8) 삼쌍 + 2축(1,3~7) 삼쌍 + 1축(5~7) / 2~4 삼쌍 + 1축(2~5) 삼쌍 + 1~3 복조 / 4~6 삼복",215,75,0.3488372093023256,2365000.0,2817200.0,452200.0,1.1912050739957716,110,
서울,6,4,anchor2_37_trifecta + anchor2_38_trifecta + anchor2_137_trifecta + anchor1_57_24 + anchor2_36_trifecta + anchor1_25_68,"2축(3~7) 삼쌍 + 2축(3~8) 삼쌍 + 2축(1,3~7) 삼쌍 + 1축(5~7) / 2~4 삼쌍 + 2축(3~6) 삼쌍 + 1축(2~5) / 6~8 삼쌍",215,46,0.21395348837209302,2429500.0,2892340.0,462840.0,1.1905083350483638,113,
서울,6,5,anchor2_37_trifecta + anchor2_38_trifecta + anchor2_137_trifecta + anchor1_57_24 + anchor2_36_trifecta + anchor1_25,"2축(3~7) 삼쌍 + 2축(3~8) 삼쌍 + 2축(1,3~7) 삼쌍 + 1축(5~7) / 2~4 삼쌍 + 2축(3~6) 삼쌍 + 1축(2~5) 삼쌍",215,46,0.21395348837209302,2429500.0,2892010.0,462510.0,1.1903725046305824,113,
부산,2,0,anchor1_57_24 + anchor1_58_24,1축(5~7) / 2~4 삼쌍 + 1축(5~8) / 2~4 삼쌍,157,12,0.07643312101910828,329700.0,680190.0,350490.0,2.063057324840764,21,안정형
부산,4,0,anchor1_57_24 + anchor1_24_58 + anchor1_58_24 + anchor1_25,1축(5~7) / 2~4 삼쌍 + 1축(2~4) / 5~8 삼쌍 + 1축(5~8) / 2~4 삼쌍 + 1축(2~5) 삼쌍,157,26,0.16560509554140126,706500.0,1327530.0,621030.0,1.8790233545647559,45,균형형
부산,6,0,anchor1_57_24 + anchor1_58_24 + anchor1_25 + anchor1_24_58 + anchor1_25_68 + anchor12_3_7,"1축(5~7) / 2~4 삼쌍 + 1축(5~8) / 2~4 삼쌍 + 1축(2~5) 삼쌍 + 1축(2~4) / 5~8 삼쌍 + 1축(2~5) / 6~8 삼쌍 + 1축,2축 / 3~7 삼쌍",157,28,0.17834394904458598,973400.0,1717000.0,743600.0,1.7639202794329156,62,공격형
부산,1,1,anchor1_57_24,1축(5~7) / 2~4 삼쌍,157,10,0.06369426751592357,141300.0,320040.0,178740.0,2.264968152866242,9,
부산,1,2,anchor1_58_24,1축(5~8) / 2~4 삼쌍,157,12,0.07643312101910828,188400.0,360150.0,171750.0,1.911624203821656,12,
부산,1,3,anchor1_25,1축(2~5) 삼쌍,157,11,0.07006369426751592,188400.0,328080.0,139680.0,1.7414012738853504,12,
부산,1,4,anchor1_24_58,1축(2~4) / 5~8 삼쌍,157,10,0.06369426751592357,188400.0,319260.0,130860.0,1.6945859872611464,12,
부산,1,5,anchor1_24_57,1축(2~4) / 5~7 삼쌍,157,7,0.044585987261146494,141300.0,227660.0,86360.0,1.6111818825194621,9,
부산,2,1,anchor1_57_24 + anchor1_58_24,1축(5~7) / 2~4 삼쌍 + 1축(5~8) / 2~4 삼쌍,157,12,0.07643312101910828,329700.0,680190.0,350490.0,2.063057324840764,21,
부산,2,2,anchor1_57_24 + anchor12_3_7,"1축(5~7) / 2~4 삼쌍 + 1축,2축 / 3~7 삼쌍",157,14,0.08917197452229299,219800.0,444690.0,224890.0,2.023157415832575,14,
부산,2,3,anchor1_57_24 + anchor1_25,1축(5~7) / 2~4 삼쌍 + 1축(2~5) 삼쌍,157,16,0.10191082802547771,329700.0,648120.0,318420.0,1.9657870791628753,21,
