

제목 : 2022년 11월 18일 출발조교현황

---------------------------------------------------------------------
   소속조 조번   마명              기승자               비고 
---------------------------------------------------------------------
     1조  10     라온자이언트      문세영(기수)         양호               
     1조  22     라온더골드        김정준(기수)         양호               
     1조  24     문학젠야타        김정준(기수)         양호               
     2조  8      옥동공주          다비드(기수)         출발자세불량       
     2조  17     그랜드대로        성낙일(주로조교)     양호               
     3조  12     클라우드퀸        아지트(외국인/트랙라이더) 양호               
     4조  13     걸작선            이동하(기수)         양호               
     5조  1      점순이고          임택열(주로조교)     양호               
     5조  14     럭키바운스        문세영(기수)         출발자세불량       
     5조  16     몬스터케이        이동하(기수)         양호               
     5조  23     위너영            임택열(주로조교)     양호               
     5조  31     퍼스트유저        이형용(주로조교)     진입불량           
     6조  9      용비세상          이용호(기수)         양호               
     6조  32     새로운빛깔        이성옥(주로조교)     양호               
     7조  5      고마나루          문세영(기수)         진입불량           
     7조  7      슈발도리앙        박상우(기수)         진입불량           
     7조  10     트롤              김덕현(기수)         양호               
     7조  13     대군파워          임다빈(기수)         양호               
     7조  25     매직모카신        문세영(기수)         양호               
     8조  3      블랙건            신용민(주로조교)     양호               
     9조  1      케이모션          장별(주로조교)       진입불량           
     9조  18     톱티어            박승찬(주로조교)     양호               
    11조  9      나올시대          이형권(주로조교)     진입불량           
    11조  10     은빛돌풍          김정현(주로조교)     양호               
    11조  13     브라이트러닝      아자루딘(외국인/트랙라이더) 진입불량           
    14조  8      퓨리오사          임다빈(기수)         출발자세불량       
    14조  9      아이언삭스        김동수(기수)         양호               
    14조  12     사려니로키        김귀배(기수)         양호               
    14조  28     유레카            김동수(기수)         양호               
    14조  32     다프네            박을운(기수)         양호               
    14조  37     사려니불릿        방천형(주로조교)     양호               
    14조  40     사려니워리어      보파나(외국인/트랙라이더) 양호               
    15조  3      정상히트          백진(주로조교)       양호               
    15조  13     매디슨뮤직        박인철(주로조교)     양호               
    16조  29     바이킹스톰        문세영(기수)         양호               
    16조  33     별나라비마        임다빈(기수)         양호               
    21조  1      에이스티아라      박규창(주로조교)     양호               
    21조  10     탁트인            조상범(기수)         양호               
    21조  26     성실인동          손현길(주로조교)     양호               
    21조  29     누리태양          손현길(주로조교)     양호               
    22조  9      다시태어나도      다비드(기수)         양호               
    23조  18     원평퀸            황인홍(주로조교)     양호               
    24조  4      마이티뉴          먼로(기수)           양호               
