

제목 : 2022년 09월 22일 출발조교현황

---------------------------------------------------------------------
   소속조 조번   마명              기승자               비고 
---------------------------------------------------------------------
     1조  8      문학럭키          송재철(기수)         양호               
     1조  11     문학드림          이우현(주로조교)     양호               
     1조  17     라온점프          임기원(기수)         양호               
     1조  26     라온더펄          김정준(기수)         양호               
     1조  36     라온샹젤리        박재찬(주로조교)     양호               
     1조  39     라온더위켄드      김태희(기수)         양호               
     2조  3      금성탈환          다비드(기수)         진입불량           
     2조  20     사랑다모아        빅투아르(기수)       양호               
     2조  26     퍼펙트타임        박현우(기수)         양호               
     3조  8      피엔에스별        보파나(외국인/트랙라이더) 출발불량           
     3조  17     임페리얼본        이동국(기수)         양호               
     3조  20     김천영웅          장세현(주로조교)     진입불량           
     3조  21     한강차르          장세현(주로조교)     양호               
     4조  1      황금달빛          송석현(주로조교)     양호               
     4조  13     걸작선            김태희(기수)         양호               
     4조  15     걸작드림          송석현(주로조교)     진입불량           
     4조  20     월드킹맨          김용근(기수)         양호               
     4조  23     굿카보            송석현(주로조교)     진입불량           
     5조  8      한강스카이        박태종(기수)         양호               
     5조  15     골드마이티        조만근(외국인/트랙라이더) 양호               
     5조  21     골드케이          이혁(기수)           출발자세불량       
     5조  25     위너블루          이현종(기수)         양호               
     5조  33     위너제린          이동하(기수)         진입불량           
     5조  35     금전사            이현종(기수)         양호               
     5조  36     플라잉제스트      임다빈(기수)         양호               
     5조  39     화씨벽            장추열(기수)         양호               
     6조  16     선더브라보        송재철(기수)         양호               
     6조  19     내길의별          이혁(기수)           출발자세불량       
     6조  26     실버부스터        조한별(기수)         양호               
     6조  28     그린폭주          김창환(주로조교)     진입불량           
     6조  32     스마티글로리      장추열(기수)         양호               
     6조  33     새내퀸            이용호(기수)         양호               
     7조  4      그린불패          조재로(기수)         양호               
     8조  5      회두령            임다빈(기수)         양호               
     8조  14     큐피드시크        이현(주로조교)       양호               
     8조  29     원더플마고        신성범(주로조교)     양호               
     8조  31     브라보한센        원동준(주로조교)     양호               
     9조  30     당찬세력          이동하(기수)         양호               
    10조  3      원평타운          장추열(기수)         양호               
    10조  33     문학앙코르        하영웅(외국인/트랙라이더) 양호               
    11조  4      아임포스원        강호원(외국인/트랙라이더) 양호               
    11조  6      슛업스파크        이형권(주로조교)     양호               
    11조  16     아메리칸포스원    강호원(외국인/트랙라이더) 양호               
