

제목 : 2021년 11월 10일 출발조교현황

---------------------------------------------------------------------
   소속조 조번   마명              기승자               비고 
---------------------------------------------------------------------
     1조  9      문학토스코        아난드(트랙라이더)   양호               
     1조  18     라온더삭스        정선호(조교승인)     양호               
     1조  19     라온더최강        윤기묵(조교승인)     양호               
     1조  36     라온샹젤리        함완식(기수)         양호               
     2조  21     마루캐슬          황주현(조교승인)     진입불량           
     3조  3      슈발도리앙        황순도(기수)         양호               
     3조  4      심플퀸            최원준(기수)         양호               
     3조  11     매직선데이        정영훈(조교승인)     양호               
     3조  16     블랙머니          아난드(트랙라이더)   양호               
     3조  18     함평나비          민성재(조교승인)     진입불량           
     3조  33     대지여걸          민성재(조교승인)     양호               
     4조  4      멋진가람          최원준(기수)         양호               
     4조  24     피엔에스찬스      박현우(기수)         양호               
     5조  18     금국화            임택열(조교보)       양호               
     5조  21     스피드블랙        임다빈(기수)         양호               
     6조  2      차돌런            이성옥(조교승인)     양호               
     6조  14     연희사랑          최범현(기수)         출발불량           
     6조  16     내길의별          이성옥(조교승인)     진입불량           
     6조  신마   그린드래건        김태응(조교보)       양호               
     6조  신마   글로벌캐슬        손현길(조교승인)     양호               
     7조  2      대군피닉스        신용대(조교승인)     양호               
     7조  8      다나은로즈        홍민기(조교승인)     양호               
     8조  13     해가빛            김태희(기수)         양호               
     8조  30     은혜가문          이태의(조교승인)     진입불량           
     9조  14     돈마              이병권(조교승인)     양호               
     9조  40     플라잉골드        이병권(조교승인)     양호               
    10조  13     원평코드          하영웅(조교승인)     양호               
    10조  15     작두콩            임다빈(기수)         양호               
    12조  10     네버네버스톱      강석우(조교승인)     양호               
    12조  19     고고고            다비드(기수)         양호               
    12조  26     카지노스타        박지훈(조교승인)     출발자세불량       
    12조  31     큐피드웨이        김찬영(조교승인)     양호               
    14조  12     사려니로키        이용호(기수)         양호               
    16조  15     코스모            장추열(기수)         양호               
    16조  19     블루카이저        최봉주(조교사)       양호               
    16조  28     호크행진곡        예병연(조교승인)     양호               
    17조  8      스타룰러          이동국(기수)         양호               
    17조  35     황금주머니        최지현(조교승인)     양호               
    18조  40     선더여왕          박선진(조교승인)     양호               
    19조  7      발바투            윤태혁(기수)         양호               
    19조  25     쇠와꽃            최범현(기수)         양호               
    19조  28     라스트펀치        아난드(트랙라이더)   양호               
    19조  32     원더풀뮤직        프라샨트(트랙라이더) 양호               
    20조  4      머니탑            장추열(기수)         양호               
    20조  22     우주의봄          김효정(기수)         양호               
    20조  28     머니신            박현우(기수)         양호               
    20조  30     빛의카            김효정(기수)         출발불량           
    20조  32     점프              박현우(기수)         출발불량           
    20조  40     원더풀케이        다비드(기수)         양호               
    21조  18     플렉스퀸          이용호(기수)         양호               
    21조  26     황금파워          임재훈(조교승인)     양호               
    21조  40     황금해            함덕균(조교승인)     진입불량           
    22조  5      야무진배짱        정하백(조교승인)     진입불량           
    22조  20     챔프스타일        조한별(기수)         양호               
    22조  21     푸른요정          김동수(기수)         진입불량           
    22조  25     야무진독도        조한별(기수)         양호               
    23조  13     홀리데이참        황인홍(조교승인)     양호               
    23조  17     피엔에스안        황인홍(조교승인)     양호               
    23조  신마   스피어퀸          쿠날(트랙라이더)     양호               
    24조  3      새내포레스트      다비드(기수)         양호               
    24조  13     아치참            김효정(기수)         진입불량           
    24조  18     웰빙챔피언        황순도(기수)         양호               
    24조  38     미르파워          김효정(기수)         양호               
    25조  35     팰리스퀸          김동수(기수)         출발자세불량       
    26조  16     런던명가          윤영민(기수)         출발자세불량       
    26조  18     댓츠마이걸        김효정(기수)         양호               
    26조  24     올댓코리아        김진수(조교보)       양호               
